Review Title,Review Text,Date of Stay,Author Contribution,Rating
"""MUST DO"" when you visit Singapore.","My Sister and me stayed on Mid August 2023 in the Marina Bay Sands, Singapore.We visited Singapore 20 years ago, and we wanted to see what changed.And it was changed. A LOT. And from the BEST to THE VERY BEST.It’s no wonder why the Marina Bay Sands became one of the symbols of Singapore.After being in The Shangri-La Singapore (to be next to Orchard Road) we headed to the south of the city, and stayed for two days in the Marina Bay Sands, AND ITS IN ANOTHER LEVEL.The hotel is spectacular, and from the moment that we arrived everything went smoothly, efficiently and with a smile.We got our room with the City View, and ITS BREATH TAKING.The room was pure luxury. Spacious and equipped with all the modern comforts you could wish for, with a HUGE Smart Samsung 4K TV screen, with lot of channels and connectivity options.The bathroom is very spacious, with all the ordinary bathroom amenities, like tooth brush, tooth paste, etc. but in an enlarged sized and branded for the Marina Bay.The rooftop pool - the Infinity Pool - offers a breathtaking panoramic view of Singapore's skyline, and is a MUST DO when you're a guest in the hotel.Breakfast at the RISE restaurant is a delight. SPECTACULAR and has many options for every taste. Just try to come before 9AM to avoid the long waiting.I must mention the speed and effectiveness of the entire hotel staff, from check-in to check-out, everything is done with a smile. Just a pleasure.Of course, the nearby attractions - the Singapore Flyer, Gardens by the Bay and the shopping center - all of these only add to the pleasure.Don't miss the symphony of lights held every evening at 8:00 p.m.JUST FANTASTIC.MUST COME AGAIN.",August 2023,76,5.0
Friendly lifeguard at Infinity Pool,Our family was at the infinity pool and we met a friendly and service oriented life guard by the name of Mr Moe. He’s so passionate about his job and show care and kindness to us. Thumbs up for the great service.,September 2023,22,5.0
The Marina Bay Sands Experience,"My stay at Marina Bay Sands in Singapore has been nothing short of spectacular.First off, the hospitality was off the charts. From the moment we touched down, we were welcomed by their airport ambassador who assisted us with our luggages to our pre-arranged limousine ride.We were then greeted by the hotel personnel who were already on standby at the hotel's porch waiting for our arrival and were escorted straight to our room to check-in.As for our room, it was pure luxury. Spacious and equipped with all the modern comforts you could wish for. The attention to detail in the room decor was impressive.We were given a Dyson hair dryer, Bvlgari soap, and shampoos, Bang and Olufsen speaker, and a leather safe with jewelry and a watch compartment.All amenities can be requested through the TV in the room. There was a QR code card placed on the coffee table for contact purposes in case of any need for special assistance.We have a very well-stocked mini bar. It was extensive enough to make your own cocktails (to which they have included a cocktail recipe book). They even provided us with dried orange slices.And of course a cabinet full of goodies from assorted TWG teas, Nespresso capsules, Godiva chocolates, moon cakes, and beers to my girl's favorite Korean noodle and truffle chips.Our room also comes with breakfast, high tea, and evening cocktails, an access pass for 2 to the ArtScience Museum, and a professional photoshoot at the iconic Infinity Pool in the sky.The view from the room is also stunning, overlooking the Merlion, Gardens by the Bay, the Artscience Museum etc., which can all be accessed through the hotel itself.The rooftop pool offers a breathtaking panoramic view of Singapore's skyline, especially during sunset.We also went up to the observatory deck to get a glimpse of the panoramic city view.Thank you for the top-notch hospitality experience. It was truly amazing for our family.",September 2023,2,5.0
Fantastic- just too short!,We had a really fabulous albeit too short a stay. All of the staff are beautifully trained & impeccable at customer service! Our guest relations manager Jemcy Rodriguez was a real gem! She made sure every comfort was applied to our stay! Thank you so much!,September 2023,2,5.0
Marina Bay Sands,"The Hotel is a very luxurious property , located in CBD with good conveyance options. Very impressed with all the hotel staff specially Mr Wahid from Rise Restaurant. It’s maintained very nicely with very clean & hygiene ambiance.",August 2023,2,5.0
Not worth to stay,Not worth to spend check in time they mentioned 3 pm but room get ready by 5 pm and check out time is 11 am just for sleep you can stay hereStaff can’t explain you about hotel coz they are busy with lot of check inn things Over Crowded restaurants Not worth to spend and stay,September 2023,23,1.0
Great experience / amazing view!!,"Excellent experience in Singapore ! The pool and the view from all restaurants and bars at the top is unique and amazing! Great ambiance! Everything is practical, clean, and smells wonderful (kudos for the lifts!)! It is however very crowded even in low season. That puts a dent in the feeling of luxury and exclusivity that you would expect for this price range.",October 2023,2,4.0
New gym a place to visit,Gym staff Uma and Chanook were very polite and knowledgeable about their roles. They made our visit very memorable and worth it. They gave us ideas on our work out too. A thumbs up to their supervisor.,October 2023,5,5.0
Phenomenal!!!,"This hotel is the best of the best.  The service is terrific.  The mall and the Gardens at the Bay combine to make it a memorable visit.  But the pool- OMG, it is phenomenal- spending time there is heavenly!!!  Having a three course lunch at Spago (with wonderful waiter Mark) is top notch.  But we must give a shout out to the most wonderful concierge Din, he was so very patient solving our dilemma and making sure our stay was so special.   He is a valuable asset to this hotel!",October 2023,10,5.0
Breathtaking in so many ways,"This iconic building gave us a fantastic holiday experience, we loved every moment. The location is excellent for easy walking access to all the Marina's attractions and Gardens by the Bay. Welcome by the porters and reception staff was personal, friendly and efficient. Each member of staff we met added extra value to our stay by their helpfulness, care and concern for our welfare. Our room was large, beautiful, well maintained and furnished in contemporary style, the bathroom similarly so and impeccably clean. We had a super view of the harbour and Gardens by the Bay. Breakfast was a delightful experience, high quality, buffet style, lots of choice, attentive service. Check out was swift and a pleasant experience. One cannot visit this hotel without being thrilled  by spending time at the top floor swimming pool, so big,  warm and welcoming, lots of sun loungers and what a view - wow! The design of this architectural master piece is a joy to behold and the foresight that went into developing this amazing holiday experience is quite phenomenal and so impressive.",October 2023,242,5.0
Best gym,Miss Chanok and Mr Oddie are very helpful and competent in providing a pleasant experience at the mbs gym. I really enjoyed working out here and the staff was very helpful. Thanks I will be coming back.,October 2023,4,5.0
Average - style over substance?,"I paid the fee to be an additional guest in a room during a recent stay so that I could use the hotel pool facilities. I thought the pool was great and a fun place to be, despite it clearly being a instagram  spot where everyone was focused on getting the perfect picture. The pool drinks service was great and my server Christy was very personable and attentive. Overall the pool is fun and a great place to hang out. However, the hotel is really busy in felt like I was back in Las Vegas. It’s a very impersonal experience and you are just one of many people staying there. We were told that on one of the days they were expecting around 1000 new check-ins. This felt like the case. The general hotel areas were busy and there were people and suitcases etc everywhere. I was so glad to be just using the pool and retreating to the Ritz at the end of the day. To be fair it depends what you are after. I think this hotel is style over substance. If you want the pool then great. If you want a high end personalised service then stay somewhere else.",October 2023,60,3.0
"If I could give a 10/5 I would. Best ever hotel stay, in a world of amazing hotels. From airport arrival to departure.",Perfect. Plus. We had high expectations which were exceeded at every step of the way. This was by far our best hotel experience. Ever. The communication before. The impeccable arrival through easy departure and everything in between. Amazing.,October 2023,6,5.0
"Wonderful, Wonderful","This hotel dominated our city photos, we decided to stay here for the weekend. We had a glitch with garden tickets, the concierge here was so helpful and patient. Remember he has over 4,000 people here to deal with on a daily basis. Din took the time to stay with us and resolve our ticket dilemma- service extraordinary. Room over looks skytree tops so we can view display at night.  It is just wonderful.  We can’t wait to head poolside- the infinity concept at this height is breathtaking",October 2023,266,5.0
Nice stay,"We recently stayed for 2 nights (3 days).  Like most other reviewers we came to experience the pool and the view from the pool. We arrived around 10:00am and we did have to queue at the check-in counter for perhaps 30mins - not sure why it seems to take so long to serve each guest. Our room was not ready - which did not surprise us - but we were given temporary cards to use the facilities. Luckily we had packed our swimwear in hand luggage, so we went straight to the pool deck and changed. There were plenty of lounge chairs available - however no surprise the ones with a little shade were all taken. The pool is spectacular & water is a lovely temp. There seemed to be limited places in this area to get a photo of the city buildings - without the pool/all the people in the pool - unless you're actually in the water. You can get an unobstructed photo/view the other way towards the harbour - but otherwise the observation deck is the best option.Reception contacted us by email/WhatsApp around 2:30pm to let us know our room was ready. Luckily we did not have to queue again to receive our permanent keys. We were on 41st floor with Harbour View Room - the view was great. Our room was lovely, king sized bed & large bathroom, with good selection of toiletries and a huge TV - but as would be expected from a 5 star hotel.  We found all the staff to be friendly - always saying hello etc.Breakfast we had down on lobby level at Rise - extensive selection. We waited for approx 10 mins each day to be taken to a table (both days this was after 9:00am).Checkout was at 11:00am - which was seamless. We were not leaving Singapore until later that night so Valet rep came and grabbed our suitcases for safekeeping. Another staff member approached us in the queue, took our keycards and told us all done. However we went back & checked & spoke to another lady who then provided us with temporary cards to enable us to use the facilities until we were getting picked up later that night. We did not know this option was available to us, otherwise we would have packed our swimwear etc in our hand luggage.We did visit the observation deck later in the early evening with these temporary cards - so they did come in handy.It's a very busy hotel - the staff try hard to make it not so impersonal but it does seem a little that way. We did enjoy our stay here - but don't believe it's value for money.",October 2023,239,4.0
I love infinity pool,"It was an amazing experience for my 1st time staying here and going up to the famous infinity pool. Shout out to every staff at the pool side who gave excellent service the whole time we were there, will definitely come back.",October 2023,1,5.0
Not good,"I just curious about this hotel, and I decided to stay here, what nice about this hotel is the view I stayed at the top floor, the room are modern and nice comfortable, but the services is so bad for the price I paid,  feel like the staff are grumpy and zero hospitality. I absolutely not going to return here.",June 2023,6,3.0
An Awesome Experience,One of the most iconic hotels of the world. The Sands Premiere rooms are renovated ones and bigger. The ambience of the room is really good. The access to the infinity pool on 57th floor is a wonderful experience.,September 2023,2,5.0
Good experience,"The thing that was the most impressive for us was the rooftop pool. Great vibes overlooking stunning views of Singapore. The room in itself was okay, nothing worth the high price tag. But the hospitality was good.I would go for the city views rather than gardens by the bay as the later looks very tiny from above and not so impressive even at night.",October 2022,15,4.0
DON'T PLAN YOUR SPECIAL OCCASION,"We have booked this hotel for one night on 4th Sep 2023, On which we were having our 25th Wedding Anniversary. We have already told to hotel prior making the reservations. At the time of Check-in I have confirmed the same thing asking for any arrangements from the Hotel side they simply refused and said they havent got such any information which was really annoyed us. They told us by evening we will arrange surprise for you, but nothing happens,  we are still awaiting... We have reached hotel at 12.45 pm in afternoon they would refused to give us the room as room has'nt ready and give temporary key for Observation Deck and told that they will give Email or Call after the room is ready, till 2.30 pm we haven't received any information then we go back to the reception and ask for the room. They said the room is ready for Check-in. So again feeling weird that they did'nt have any courtesy for the communication.We have asked for to increase some hours for late Check-out but again they simply refuse and said only for 1 hr. Atlast, When I have shared our experience to hotel staff, they are giving the look totally blank.In total the Iconic symbol of Singapore is not worthy to stay, its better to go on Observation Deck alone rather than to stay at this hotel.SPECIAL: ATLEAST DON'T PLAN YOUR SPECIAL OCCASION, THEY CERTAINLY KNOW THE BEST WAY TO RUINED.",September 2023,1,2.0
How much are you willing to splurge?,"After having visited the Sky Park Deck on the hotel's 57th Floor, I decided to splurge and stay at the hotel to celebrate a special occasion.  At check-in we were told they'd ""upgraded"" us to a ""better"" room but in a lower floor! There was a cake in the room, which is appreciated. The infinity pool on the 57th Floor is great and the main reason for our splurge - but getting there required taking 2 different elevators. The breakfast was good too.  Rooms are definitely not worth the charges! And while I will grant them their hotel practice to not even extend the check-out by an hour (""We're fully booked"" but rooms were available online), I was upset at a charge for the included breakfast which would have gone unnoticed, and other guests have complained about this practice too.  Something fishy about their accounting - I was asked to sign ""disputed charges"" statement seal that they stamped and had ready for such ""disputes"" on their invoice.",August 2023,10,3.0
A Dream Proposal Come True,"It can't be more true that the reputation of this hotel precedes it. Nice environment, quality rooms, and first class service by the highly professional staffs of this hotel.My girlfriend (now fiancè) loves the marina bay area, so I chose MBS hotel to spring a surprise proposal. The proposal involved a quite a number of people and required a few factors for it to be a success. Even up to proposal day, I still had a number of uncertainties, which could have led to a huge fiasco if not for a few notable hotel staffs who helped me along the way:Roshini, the front desk staff who is surprisingly still in training, shows passion, poise, skill, tactfullness and sensitivity beyond her years in the hotel industry. She was ever patient, very friendly and proactive to set into motion the requirements needed for my proposal to be a success. I think it was through her that the hotel got to know of my plans, which led to a cascade of valuable help. She will go very far if she maintains this valuable attitude. I wish her all the best.Louise, a guest-relations officer and ambassador of the premier services, who was touched by my story and was so passionate, thoughtful, proactive, professional and alert in helping me. She was my extra pair of eyes to ensure my proposal went smoothly. Her services gave a very warm touch and and an extra element of delight into the execution the proposal, such as a cake, champagne and premium souvenir mugs to remember MBS hotel by. She even briefed her team about me so that her colleagues could help me in my time-sensitive endeavour in case she was not available (But she was available to help throughout). A true precious hidden gem among the strong team at MBS hotel.Then there were also Pau and Allie who were so patient, helpful and warm in helping me to accomplish tasks that made the proposal all the more brilliant. I'm very thankful for all their great help.In conclusion, I would definitely recommend this hotel to others, as i'm confident that they will be in good hands. Thanks MBS hotel.",September 2023,2,5.0
"Sick in Singapore, and MBS staff were amazing!","I was in Singapore on business and, unfortunately, I ended up having to stay in the room for several days because I got sick. As a result, I became very intimate and familiar with my room, moreso than I would've liked... Luckily, the room itself was very nice with a balcony and a very comfy bed which I spent tons of time in. The staff were also amazing; they brought me anything and everything I asked for (tons of water bottles, food, kleenex, a humidifier, etc.) so I could get well. They even came up to my room to refill the humidifier for me upon request!It is very depressing to be sick while away from home, but being so well looked after by the MBS staff and catered to made this unfortunate circumstance much more tolerable. Thank you for doing such a great job and making sure I had what I needed when I was unwell!",August 2023,109,5.0
Thank you for the unforgettable memories,"I stayed at Marina Bay Sands to propose to my girlfriend.I started communicating with the staff about 3 weeks prior to our stay regarding the room decorations and bouquet preparations, and their quick response time made the process very smooth. To be honest, I was a bit nervous about preparing for the proposal because I was going to propose overseas and my English skills were not very good, but their support  was excellent and once I started contacting them, I was able to proceed with the preparations with confidence.Upon arrival at Marina Bay Sands, two staff members escorted us to our room. We were thrilled to find champagne and chocolates in our room. I think they took special care of us because we had told them of our plans to propose.While we were in the room being briefed about our stay and the proposal, the other staff member was at a distance showing her around the room and chatting with her, which helped to camouflage the conversation about the proposal. It was a casual but attentive response.I had planned to propose after dinner, but due to the combination of premium service hours and room departure time, I thought it would be difficult to accommodate such a request to have the room decorated during dinner. Therefore, I did not request room decorations in the end, but the staff was flexible and even decorated our room during dinner (we had communicated the room departure time and dinner time via whatsapp, in case you were wondering). What was supposed to be a surprise for her ended up being a surprise for me as well.With the help of the staff, the proposal was a success and she was able to cry and be happy.It was clear to me that Marina Bay Sands is supported not only by its great location, but also by the flexibility, thoughtfulness, and care of each staff member. Although I can't write it all down above, they also took care of many details for us. We will stay at Marina Bay Sands again after our wedding.Finally, I cannot thank enough all the staff members who were involved in our stay, especially the two staff members who assisted us primarily with the proposal. Thank you so much.彼女へのプロポーズのためにマリーナベイサンズに宿泊しました。宿泊の3週間前ほどから部屋の飾りつけや花束の準備に関する連絡を取り始めましたが、スタッフのレスポンスが迅速だったこともあり、非常にスムーズに準備を進めることができました。正直なところ、海外でのプロポーズだったうえ、私の英語スキルも高くはなかったので、プロポーズの準備には不安を感じていたのですが、サポート体制が万全だったこともあり、連絡を取り始めた後は安心して準備を進めることができました。マリーナベイサンズに到着すると、2名のスタッフが客室まで案内してくれました。客室にはシャンパンやチョコレートが用意されており、感激しました。プロポーズの予定を伝えていたため、特別に対応してくれたのだと思います。客室で宿泊やプロポーズに関する説明を受けていたのですが、その間もう一人のスタッフが離れた場所で、彼女に部屋の案内や雑談をしてくれていたおかげで、プロポーズに関する会話をうまくカモフラージュすることができました。さりげない対応ではありますが、気配りを感じられました。プロポーズは夕食後に行うことを予定していたのですが、プレミアムサービスの営業時間や部屋の出発時間の兼ね合いから、夕食中に部屋の飾りつけを行ってもらうというような対応は難しいと考えていました。そのため、部屋の飾りつけについては結局依頼をしなかったのですが、スタッフが柔軟な対応を行ってくれ、夕食中に部屋の飾りつけまで行ってくれました（一応部屋の出発時間や夕食時間はwhatsappで連絡していました）。彼女へのサプライズの予定が、私までサプライズされることになりました。スタッフの皆さんにご助力いただいたこともあり、無事プロポーズは成功し、彼女には泣いて喜んでもらうことができました。マリーナベイサンズは、ロケーションが良いこともさることながら、各スタッフの柔軟な対応や思いやり、気遣いによっても支えられていることがよくわかりました。ここには書ききれませんが、いろいろと細やかな対応も行っていただきました。結婚後にはまたマリーナベイサンズに宿泊しようと思います。最後に、今回の宿泊に関わっていただいたスタッフの皆様方、特にプロポーズを主として補助していただいた2名のスタッフには感謝の念が堪えません。本当にありがとうございました。",September 2023,1,5.0
Amazing hotel but not sure I’d do it again,We stayed one night in the hotel. The good parts of it are the staff are fantastic. Friendly and very willing to assist. The room was clean and spacious with an amazing view of the city. And of course the rooftop pool is simply amazing. However the room was missing glasses and a few other items which was surprising. The bed was also very hard. Some people would like this but I prefer a softer bed. Overall it was a great stay however I don’t think I would do it again as I didn’t really think it was value for money.,September 2023,459,4.0
Stunning hotel and overall an amazing experience,"We have just returned from a super couple of days at MBS. We travelled in from our 2 week holidays in Thailand and this 2 nighters at MBS was going to be a fab way to end our wondeful holiday and the hotel didn’t disappoint. From the lobby to the infinity pool, to the shopping mall to the restaurants, this hotel is stunning. We were fortunate enough to be given two newly renovated rooms on floor 21 and our views were incredible. The rooms were faultless, stunning decor, all amenities. Given the huge price tag in this type of establishment, the kids were under strict instruction not to eat or drink anything in their room !! The prices for the cocktail bar in the room are outrageous !! The breakfast buffet was amazing, busy ? Yes but amazing and impressive when you consider the size of this hotel. You need key cards to get everywhere and this is a good thing to avoid non guests in guest areas. The pool IS as breathtaking in real life as it is in the TV programmes and photos and honestly weirdly never saw it crowded despite visiting at various diff times of the day. Note - there is construction work going on at the moment - the gym is closed so you need to walk over the road to the convention centre to that gym and you can see and hear a little the work going to on renovate other rooms on lower floors. There is a crazy busy road outside the hotel so I’m not sure how pleased I would have been to have been given a lower level floor - the views and noise must be pretty annoying if you were on say floors 5/6/7….We went down to the mall to eat dinner and into places like Chinatown. Budgets didn’t stretch to the restaurant in the hotel ! (but we had breakfast included which was great !)We used the concierge a couple of times and the ladies there were so helpful and friendly (big thanks to Adele who booked our transport to the airport).Overall we were wowed by MBS which was exactly our hopes and intentions for our short visit.",August 2023,166,5.0
Not good,"I just curious about this hotel, and I decided to stay here, what nice about this hotel is the view I stayed at the top floor, the room are modern and nice comfortable, but the services is so bad for the price I paid,  feel like the staff are grumpy and zero hospitality. I absolutely not going to return here.",June 2023,6,3.0
An Awesome Experience,One of the most iconic hotels of the world. The Sands Premiere rooms are renovated ones and bigger. The ambience of the room is really good. The access to the infinity pool on 57th floor is a wonderful experience.,September 2023,2,5.0
Good experience,"The thing that was the most impressive for us was the rooftop pool. Great vibes overlooking stunning views of Singapore. The room in itself was okay, nothing worth the high price tag. But the hospitality was good.I would go for the city views rather than gardens by the bay as the later looks very tiny from above and not so impressive even at night.",October 2022,15,4.0
DON'T PLAN YOUR SPECIAL OCCASION,"We have booked this hotel for one night on 4th Sep 2023, On which we were having our 25th Wedding Anniversary. We have already told to hotel prior making the reservations. At the time of Check-in I have confirmed the same thing asking for any arrangements from the Hotel side they simply refused and said they havent got such any information which was really annoyed us. They told us by evening we will arrange surprise for you, but nothing happens,  we are still awaiting... We have reached hotel at 12.45 pm in afternoon they would refused to give us the room as room has'nt ready and give temporary key for Observation Deck and told that they will give Email or Call after the room is ready, till 2.30 pm we haven't received any information then we go back to the reception and ask for the room. They said the room is ready for Check-in. So again feeling weird that they did'nt have any courtesy for the communication.We have asked for to increase some hours for late Check-out but again they simply refuse and said only for 1 hr. Atlast, When I have shared our experience to hotel staff, they are giving the look totally blank.In total the Iconic symbol of Singapore is not worthy to stay, its better to go on Observation Deck alone rather than to stay at this hotel.SPECIAL: ATLEAST DON'T PLAN YOUR SPECIAL OCCASION, THEY CERTAINLY KNOW THE BEST WAY TO RUINED.",September 2023,1,2.0
How much are you willing to splurge?,"After having visited the Sky Park Deck on the hotel's 57th Floor, I decided to splurge and stay at the hotel to celebrate a special occasion.  At check-in we were told they'd ""upgraded"" us to a ""better"" room but in a lower floor! There was a cake in the room, which is appreciated. The infinity pool on the 57th Floor is great and the main reason for our splurge - but getting there required taking 2 different elevators. The breakfast was good too.  Rooms are definitely not worth the charges! And while I will grant them their hotel practice to not even extend the check-out by an hour (""We're fully booked"" but rooms were available online), I was upset at a charge for the included breakfast which would have gone unnoticed, and other guests have complained about this practice too.  Something fishy about their accounting - I was asked to sign ""disputed charges"" statement seal that they stamped and had ready for such ""disputes"" on their invoice.",August 2023,10,3.0
A Dream Proposal Come True,"It can't be more true that the reputation of this hotel precedes it. Nice environment, quality rooms, and first class service by the highly professional staffs of this hotel.My girlfriend (now fiancè) loves the marina bay area, so I chose MBS hotel to spring a surprise proposal. The proposal involved a quite a number of people and required a few factors for it to be a success. Even up to proposal day, I still had a number of uncertainties, which could have led to a huge fiasco if not for a few notable hotel staffs who helped me along the way:Roshini, the front desk staff who is surprisingly still in training, shows passion, poise, skill, tactfullness and sensitivity beyond her years in the hotel industry. She was ever patient, very friendly and proactive to set into motion the requirements needed for my proposal to be a success. I think it was through her that the hotel got to know of my plans, which led to a cascade of valuable help. She will go very far if she maintains this valuable attitude. I wish her all the best.Louise, a guest-relations officer and ambassador of the premier services, who was touched by my story and was so passionate, thoughtful, proactive, professional and alert in helping me. She was my extra pair of eyes to ensure my proposal went smoothly. Her services gave a very warm touch and and an extra element of delight into the execution the proposal, such as a cake, champagne and premium souvenir mugs to remember MBS hotel by. She even briefed her team about me so that her colleagues could help me in my time-sensitive endeavour in case she was not available (But she was available to help throughout). A true precious hidden gem among the strong team at MBS hotel.Then there were also Pau and Allie who were so patient, helpful and warm in helping me to accomplish tasks that made the proposal all the more brilliant. I'm very thankful for all their great help.In conclusion, I would definitely recommend this hotel to others, as i'm confident that they will be in good hands. Thanks MBS hotel.",September 2023,2,5.0
"Sick in Singapore, and MBS staff were amazing!","I was in Singapore on business and, unfortunately, I ended up having to stay in the room for several days because I got sick. As a result, I became very intimate and familiar with my room, moreso than I would've liked... Luckily, the room itself was very nice with a balcony and a very comfy bed which I spent tons of time in. The staff were also amazing; they brought me anything and everything I asked for (tons of water bottles, food, kleenex, a humidifier, etc.) so I could get well. They even came up to my room to refill the humidifier for me upon request!It is very depressing to be sick while away from home, but being so well looked after by the MBS staff and catered to made this unfortunate circumstance much more tolerable. Thank you for doing such a great job and making sure I had what I needed when I was unwell!",August 2023,109,5.0
Thank you for the unforgettable memories,"I stayed at Marina Bay Sands to propose to my girlfriend.I started communicating with the staff about 3 weeks prior to our stay regarding the room decorations and bouquet preparations, and their quick response time made the process very smooth. To be honest, I was a bit nervous about preparing for the proposal because I was going to propose overseas and my English skills were not very good, but their support  was excellent and once I started contacting them, I was able to proceed with the preparations with confidence.Upon arrival at Marina Bay Sands, two staff members escorted us to our room. We were thrilled to find champagne and chocolates in our room. I think they took special care of us because we had told them of our plans to propose.While we were in the room being briefed about our stay and the proposal, the other staff member was at a distance showing her around the room and chatting with her, which helped to camouflage the conversation about the proposal. It was a casual but attentive response.I had planned to propose after dinner, but due to the combination of premium service hours and room departure time, I thought it would be difficult to accommodate such a request to have the room decorated during dinner. Therefore, I did not request room decorations in the end, but the staff was flexible and even decorated our room during dinner (we had communicated the room departure time and dinner time via whatsapp, in case you were wondering). What was supposed to be a surprise for her ended up being a surprise for me as well.With the help of the staff, the proposal was a success and she was able to cry and be happy.It was clear to me that Marina Bay Sands is supported not only by its great location, but also by the flexibility, thoughtfulness, and care of each staff member. Although I can't write it all down above, they also took care of many details for us. We will stay at Marina Bay Sands again after our wedding.Finally, I cannot thank enough all the staff members who were involved in our stay, especially the two staff members who assisted us primarily with the proposal. Thank you so much.彼女へのプロポーズのためにマリーナベイサンズに宿泊しました。宿泊の3週間前ほどから部屋の飾りつけや花束の準備に関する連絡を取り始めましたが、スタッフのレスポンスが迅速だったこともあり、非常にスムーズに準備を進めることができました。正直なところ、海外でのプロポーズだったうえ、私の英語スキルも高くはなかったので、プロポーズの準備には不安を感じていたのですが、サポート体制が万全だったこともあり、連絡を取り始めた後は安心して準備を進めることができました。マリーナベイサンズに到着すると、2名のスタッフが客室まで案内してくれました。客室にはシャンパンやチョコレートが用意されており、感激しました。プロポーズの予定を伝えていたため、特別に対応してくれたのだと思います。客室で宿泊やプロポーズに関する説明を受けていたのですが、その間もう一人のスタッフが離れた場所で、彼女に部屋の案内や雑談をしてくれていたおかげで、プロポーズに関する会話をうまくカモフラージュすることができました。さりげない対応ではありますが、気配りを感じられました。プロポーズは夕食後に行うことを予定していたのですが、プレミアムサービスの営業時間や部屋の出発時間の兼ね合いから、夕食中に部屋の飾りつけを行ってもらうというような対応は難しいと考えていました。そのため、部屋の飾りつけについては結局依頼をしなかったのですが、スタッフが柔軟な対応を行ってくれ、夕食中に部屋の飾りつけまで行ってくれました（一応部屋の出発時間や夕食時間はwhatsappで連絡していました）。彼女へのサプライズの予定が、私までサプライズされることになりました。スタッフの皆さんにご助力いただいたこともあり、無事プロポーズは成功し、彼女には泣いて喜んでもらうことができました。マリーナベイサンズは、ロケーションが良いこともさることながら、各スタッフの柔軟な対応や思いやり、気遣いによっても支えられていることがよくわかりました。ここには書ききれませんが、いろいろと細やかな対応も行っていただきました。結婚後にはまたマリーナベイサンズに宿泊しようと思います。最後に、今回の宿泊に関わっていただいたスタッフの皆様方、特にプロポーズを主として補助していただいた2名のスタッフには感謝の念が堪えません。本当にありがとうございました。",September 2023,1,5.0
Amazing hotel but not sure I’d do it again,We stayed one night in the hotel. The good parts of it are the staff are fantastic. Friendly and very willing to assist. The room was clean and spacious with an amazing view of the city. And of course the rooftop pool is simply amazing. However the room was missing glasses and a few other items which was surprising. The bed was also very hard. Some people would like this but I prefer a softer bed. Overall it was a great stay however I don’t think I would do it again as I didn’t really think it was value for money.,September 2023,459,4.0
Stunning hotel and overall an amazing experience,"We have just returned from a super couple of days at MBS. We travelled in from our 2 week holidays in Thailand and this 2 nighters at MBS was going to be a fab way to end our wondeful holiday and the hotel didn’t disappoint. From the lobby to the infinity pool, to the shopping mall to the restaurants, this hotel is stunning. We were fortunate enough to be given two newly renovated rooms on floor 21 and our views were incredible. The rooms were faultless, stunning decor, all amenities. Given the huge price tag in this type of establishment, the kids were under strict instruction not to eat or drink anything in their room !! The prices for the cocktail bar in the room are outrageous !! The breakfast buffet was amazing, busy ? Yes but amazing and impressive when you consider the size of this hotel. You need key cards to get everywhere and this is a good thing to avoid non guests in guest areas. The pool IS as breathtaking in real life as it is in the TV programmes and photos and honestly weirdly never saw it crowded despite visiting at various diff times of the day. Note - there is construction work going on at the moment - the gym is closed so you need to walk over the road to the convention centre to that gym and you can see and hear a little the work going to on renovate other rooms on lower floors. There is a crazy busy road outside the hotel so I’m not sure how pleased I would have been to have been given a lower level floor - the views and noise must be pretty annoying if you were on say floors 5/6/7….We went down to the mall to eat dinner and into places like Chinatown. Budgets didn’t stretch to the restaurant in the hotel ! (but we had breakfast included which was great !)We used the concierge a couple of times and the ladies there were so helpful and friendly (big thanks to Adele who booked our transport to the airport).Overall we were wowed by MBS which was exactly our hopes and intentions for our short visit.",August 2023,166,5.0
One of a kind experience,"One of a kind experience for a couple, especially when you have a celebration. The  rooms are large and pleasant, while you have access to great facilities. Not to mention the view … And a great thanks to the personnel who is most welcoming and professional one.",October 2023,2,5.0
Stay away from Marina Bay Sands Hotel!,Expected an amazing stay with the nice architecture and location!  The management ruined that!  Stayed there 2 nights and wanted to have drinks with friends at Spago's on the roof. We were held back at the entrance because management requires every person to hold a room key to enter from 57th floor tower 3 where we were staying.  I told them we just need to walk to the restaurant but no we had to travel down to the 1st floor the take the tower 2 elevator to 55th floor then transfer to 56 floor elevator just to go to the entrance of the restaurant. Unbelievable!  Mr. James Tan was very helpful whereas all the other personnel working there have no brains and they should not be allowed to work in the hospitality industry! Management has no clue their ridiculous rules are ruining future business.Also at 11pm they allowed kids in diapers with their parents into the jacuzzi!  REALLY! Management should instead have a sensible rule where kids are not allowed in the pool area after 9pm!,September 2023,37,3.0
Great experience,"I'd like to commend the receptionist, Joy and Crystal, for their exceptional professionalism and assistance during my stay. Their help added to the already impressive experience, which includes breathtaking views and other well-known amenities.Moreover, during an unexpected incident at the food court, two security staff members provided invaluable support, although their names remained a mystery. I'm grateful for their quick response and assistance. A great stay thanks to the dedicated staff!",August 2023,4,5.0
