Review Title,Review Text,Date of Stay,Author Contribution,Rating
Poor reservation service ended costing us $$ and leaving us disappointed.,"We had a confirmed booking for two room interconnecting which we made by email about eight months prior to our stay. At the time of booking they said an email would be sent three days prior to our stay to make a booking for the roof top pool. We never received an email to make a pool booking so I called the hotel. Turns out they had no record of our booking. They then quoted two rooms (not connecting at a much higher rate than we had initially booked). After getting off the phone, I checked their website and a higher category of room was cheaper than what they have quoted. I asked them why this was and never received a response. I then cancelled the rooms they booked for me and rebooked the higher tier rooms which also included breakfast.  When we arrived at the hotel I explained all of the above to the lady who checked us in. I asked why they wouldn't honour the original booking as was quoted. I ended up giving up as the level of compression was limited and when I asked to speak to a manager was told there were none available to talk to. The following day I went to reception to ask for a late check out. In our original booking we had been quoted a half day charge for a 6pm check out. I asked for the same. I was told we could have a late check out but would have to pay the full rate for another day. Confused I asked why and was told they were having a system shut down at 1pm and it was all they could offer. When we arrived they took full payment for the rooms ($2700)plus an extra $100 per room for sundries. When we went to check out my husband not realising I'd already been charged was charged a further $2500. When alerting the receptionist to this we were told the $2700 would be refunded but it could take up to three weeks! The hotel rooms were nice. The pool was a one time experience which I'm glad to say we have ticked that box. Would we stay here again? Hell no!",April 2023,28,3.0
Top of the world,"Oh boy - this is the one to beat . Now the only reason I gave this 4 out of 5 is that I was on level 6 and the view was non existent and have had better views in Skegness for a lot less money. The room was fantastic and everything clean as you’d expect although I did see a few hairs from the last guest under the loo seat. Having worked as a cleaner I tend to notice things . The rooftop experience was awesome and we seemed to strike lucky with not so many people so had one of the hot tubs to ourselves for ages and no end of choice on loungers.  All the staff were very professional and polite from door men to cleaners ,restaurant staff and reception . The views from the top were awesome as well as the infinity pool . You just have to stay here once in your life .",December 2022,29,4.0
Everything perfect,"This is my 4th time stayed at this hotel, everything perfect from the moment you enter, room are beautifully layout, slept well because bed and pillows are so comfortable , friendly staffs especially Daniel the restaurants manager so friend and helpful makes you feel so welcome. Will definitely be going back soon .",March 2023,26,5.0
"Our 2nd visit, this place never dissapoints! It is a special place.","What can I say that hasnt already been covered? Marina Bay Sands is simply an incredible destination and is now tradition for my wife and I to spend 1 night of our stay here when we travel to Singapore. Its Iconic and always special when you visit. There is nothing like it in the world.Last time we had a city view, but this time we had a view of Gardens by the Bay with a balcony which i actually prefer, hundreds of ships to the horizon and good for plane watching too as they fly in to Changi airport.The pool and skypark is the main attraction ofcourse, and its always spectacular. Poolside food and drink service with that incredible and unique vantage point never gets old. My last comment is to address the negative comments about price, honestly i have no idea where that comes from, considering there are other top end hotels (Raffles and other big name hotels) that are just as expensive and 2-3x more expensive with rooms that arent as nice as Marina Bay Sands, but simply cannot compete with the experience of the infinity pool and skypark. All things considered I'd say the cost per night is great value for money.We cant wait to come back next time we are in Singapore!",April 2023,77,5.0
Stunning hotel in a beautiful city,"The MBS is simply a stunning hotel. It has an excellent location, with views either towards the magnificent city skyline or the bay and the roof top pool is simply breathtaking. Our room was spacious and immaculate and faced the city skyline. Breakfasts were good but were located at the rooftop restaurant because of renovations, so it was a little hectic. The hotel sits next to the shopping mall complex so there is a wide selection of places to eat. However, there is a coffee shop on the ground floor which is excellent. The nightly light show in the gardens is absolutely stunning.",March 2023,7,5.0
5 stars experience !,"So nice ! We stay in this iconic hotel and we loved !The experience of being in the pool and on the rooftop is spectacular, worth every euro!During our stay there was a heavy rain with thunderstorm and we were evacuated from the swimming pool. Thanks to Moe - one of the responsible for the infinity pool - for all his care for our safety and for all his explanations.",April 2023,62,5.0
Great stay with great views of the city,Very cool hotel in the heart of Singapore.  We stayed three nights with our family and had a great time.  Especially liked the location near the gardens and all the shopping.  The rooms could be a little bigger and more appointed for the price but ton of dining options.  The pool is incredible but the experience kind of gets ruined by all the instagram/influencer wannabes.  For the love of God put your phone down and enjoy the view!,March 2023,15,4.0
The best stay!,"My partner and I stayed for 1 night at the end of March and we had the best time. We chose to stay here because of the infinity pool but everything was incredible. We were given a room on the 50th floor which had a great view of the city. The room, pool and service were all perfect and we couldn’t have been happier with our stay. A specific thank you to Wangelin who approached us prior to our stay as we had some questions about the pool and to Rosie from the Premium Services team who was fantastic. We very much hope to stay again in the future!",March 2023,5,5.0
Exceptional and Wonderful experience.,"I can’t begin to explain how happy I am with this place! This is such a great experience where my husband and I celebrated our wedding anniversary. The room is so huge and clean. No mess or dirt can be seen. What makes this place more special is when we swim in the infinity pool. Nothing can beat the beautiful sceneries here. I would like to thank the pool team staffs Christy (morning time) Maricon and Reg (evening time) who made us feel so comfortable and safe during our stay in the pool area especially with my 35weeks pregnancy bump. Their service was impeccable, the energy of the atmosphere was great. Thank you guys. Always, and i mean ALWAYS, an exceptional experience. Thank you.",March 2023,2,5.0
Amazing hotel & Spectacular views,"Wow! The Marina Bay Sands is an amazing hotel, we were greeted by someone very friendly and chatty at the door who took our luggage and took us inside, I had previously signed up to the marina bay sands rewards scheme so I went to get my card (the desk is opposite check in at tower 1) whilst my partner stood in the queue to check in to our room, there was a bit of a queue but all in all check in went very smoothly and quickly, I had filled in a form via email with some check in details which I think made things go quicker. There was also a man giving out bottles of water while we were in the queue, the staff were lovely and made us feel so welcome. We checked in at Tower 1 (There is also a check in at Tower 3 but it closes at 5pm ) Our room was in Tower 3 floor 45 room 4519, we stayed 3 nights and we had a Deluxe King Harbour View room, which faces the sea and also faces gardens by the bay and the view was spectacular!! You have to see the view to believe it and at night time it’s even better, our room was also a sunrise view room, we ordered breakfast room service to be delivered at 7.30am and was delivered on time. Breakfast was delivered and set up on a table for us and was so lovely to watch sunrise whilst eating breakfast, we didn’t eat breakfast at the restaurant as our room was booked without and to add buffet breakfast was $61 or $53 to prebook, I should mention breakfast is till 11am for room service and you have the option to order individual items which is cheaper than the Buffet Breakfast, mind you there are plenty of places to eat breakfast in the centre or at the hawker market which is nearby. Considering how big the hotel is the staff were so lovely and friendly and make you feel so welcome, there is even a place to get an umbrella in case it rains. The Infinity Pool was amazing and mesmerising, let me tell you it’s definitely worth a stay at this amazing hotel, yes it’s busy and sometimes you get lost with the excitement but it’s worth every penny, the building and the views in this hotel are spectacular, the room was comfortable with a shower and everything included, robes slippers coffee tea and coffee machine, bathroom amenities by Roberto Cavali, everything you could need, water was given to us for free also. We had lunch at the pool which also has waiter service and the prices were reasonable.We even ate at Lavo restaurant which was so delicious. Staying at this hotel is an experience you will never forget. I really enjoyed my stay here at the MBS and I will definitely return next time I go to Singapore 100%. If you are considering a stay here do it! You won’t regret it.",March 2023,62,5.0
Lifeguard Kelvin,I would like to mention a lifeguard name Kelvin.he is helpful and friendly. he will make extra effort to give us a great recommendations where to visit in singapore attractions and best deal food in residential and cbd area!Thank you Singapore!,March 2023,1,5.0
A stunning hotel,"Breathtaking hotel in every sense - the lobby and surrounding attractions are incredible. You need to book a time slot for check-in and even the pool but you can stay all day. I paid extra for a room with a view but strangely the view is partially obscured with an outside horizontal pillar. Worth a stay, even if for only a night. Next door to Gadens By The Bay and you can watch the show from the pool roof top too. The infinity pool with a view is amazing and they serve free ice creams and drinks.",July 2022,274,5.0
REALITYY AS A DREAM,"Nothing can be better than the experience you will have at Marina Sand bays hotel.From the moment you go out if the international terminal at your arrival to Singapore until your departure , the service, attention, friendly behaviour, arrangements feel you to consider yourself in a dream.Special thank to the representatives of Premium Services namely to Mr Daniel Tuang and his assistant Aurora Grace.You have to live this experience to understand Its difference",March 2023,3,5.0
Dream Christmas Vacation in Singapore,"We finally made it! We stayed at the one of the most famous and luxury destination and the world’s largest rooftop infinity pool with unparalleled view of the city!  We are very happy with our experience during our stay. Its a bit pricey but the service and hospitality is amazing!Our trip to Singapore is not complete without staying in this extravagant top class hotel. Thank you, Marina Bay Sands!",December 2022,29,5.0
A dream fulfilled,"I have been wanting to stay at this hotel ever since it opened back in 2012 and am still in awe that I have seen and stayed at this magnificent structure. The hotel staff are extremely nice and friendly. Although it took a considerable amount to check in (my poor 10 year old had motion sickness from the flight was nauseous). Simply exchange money took 5-10 minutes with all of these antiquated forms the staff needed to complete. Upon check-in to the room ......wow! The room was amazing and the views of the city were stunning. The room was much larger than I expected and the staff was nice to add a rollaway bed. The breakfast at Spago was so-so.  At 8am, we already made our way to the pool before the rush. Early morning, there aren't a lot of people. I made it there before my family got ready and got stunning pictures. The staff were so friendly, especially KJ who took plenty of pics of me and said his job is to make us happy. he sure made us happy and memories for life.The water was a bit cold at that hour, but the views were unparalleled and some of the best in the world. We still couldn't believe we were staying at the Marina Bay Sands resort. We cherished every moment. The smiles on all of the workers faces really made us feel good. They went above the call of duty to make us feel good. We only spent two nights here and the following day, our flight was early before breakfast would open. The hotel organized room service for us with so many items that I lost count and didn't charge us extra for it. It's little touches like this that made our experience such a delightful one.I dreamed of this place for over a decade and it lives up the expectations! We made memories for life!",March 2023,177,5.0
Fabulous birthday celebrations,"It has always been a dream to stay at Marina Bay Sands, and for my husbands birthday we stayed in a Garden view room on floor 30. The room is modern, spacious and very clean with the largest TV, I have ever seen in a hotel room. But this room is all about the view.  You can see the Singapore flyer to the left, all the ships out at sea, right around to the cruise ship port. Then right in front of you is the beautiful Gardens by the Bay, which are stunning by day and night.The shops and the restaurants are wonderful. We had the best Italian meal ever at Lavo(Also reviewed) which is on the top of the building. Stunning views of the city and the light show below.Then there is the pool. You have to be staying at the hotel to use the pool and with 2,561 rooms with let’s say 2 per room,  around 5,000 potential  users, sounds impossible. The pool is 142 meters long, the longest infinity pool in the world. It opens 6am to 11pm.  (no need to book) It has an adults only section and family section. We visited the pool at night 9-11 and during the day 3-5. It never once felt too busy or over crowded, in fact it had a lovely relaxing atmosphere.But it is the people who work at this hotel that make the stay extra special. Everyone is friendly and happy to help make your visit the best experience for you.",March 2023,42,5.0
2nd time around,"My second stay here and only writing another review this time around to call out two things for my fellow travelers.1. If you check-in early, they can store your bags and will offer to call/text/email you when your room is ready. I didn't receive any of those come check-in time so I went to the front desk to inquire. Turns out my room was in fact, ready. So, if they forget, just poke them, or you risk waiting well into the evening.2. One big reason for staying at this hotel is access to that amazing ""selfie"" infinity pool. FYI every single guest that enters the pool area needs a room key. We did not find this out till after taking 3 separate elevators from our room to get to the pool. Sooo back down we went to fetch that other card. Apparently this stipulation is printed in tiny font on the back of your room key card (because everyone always examines their room key in microscopic detail). Front desk person should've mentioned but neglected to so I'm letting y'all know now so you don't have to do the extra trek. Make sure each person in your party gets a key at check-in and brings it with them to the pool (not sure what to do about children...).Other than that, a pleasant stay. Premier rooms are really nice, visiting the gardens is very convenient and tons of really great food/shopping options without ever losing air-con. Remember it's a massive hotel (Vegas-style) so they deal with everything in scale. You get pros and cons with that. Crazy lines at check-in/out and maybe the neglected ""room ready"" alert, but also bellhops who move fast and a continuously line of taxis for you catch (versus the 10 minute wait at other quieter hotels).",May 2023,278,4.0
Perfect stay at the best hotel in the world,"Booked the room with the garden view for 1 night and honestly it’s the best hotel we’ve ever stayed in. From check in, to all the members of staff, the food, the free mini bar in the room, the view and the swimming pool on the top floor, everything was perfect. It was also my partners birthdays and my requests for arranging a cake to be brought to the room was carried out with no problems whatsoever and at no extra charge. The beds are comfortable, everything was spotless, and we couldn’t have asked for a better stay. Value for money is absolutely justified as every detail is perfect down to the last centimetre.",May 2023,"1,319",5.0
Wonderful service of Marina Bay Sands makes me wanna visit Singapore again and again.,The front desk Amelia and Devin showed us great hospitality.They explained the various facilities of MBS in detail.Also they answered our questions patiently.Not to mentioned the view of the infinity pool.We are totally satisfied with the service and the facilities of MBS.That is a wonderful and unforgettable stay. Marina Bay Sands is one of the reasons why I wanna visit Singapore again.,June 2023,1,5.0
Excellent,"Our stay here lived up to the expectations. Stayed in a Deluxe King Sky View room on level 43 with fantastic views of the city. Room is spacious, comfortable and clean. Two enormous TVs in the room were great for the short time we were winding down in the room. The pool on the roof is everything you expect. Incredible views and experience. Also generally a great spot to relax and unwind. Staff across the complex, whether at the hotel, pool or restaurants were all excellent. Very helpful, kind and efficient. With the pool, casino, shops, restaurants and more, this is a great place to stay in Singapore.",June 2023,19,5.0
Must stay if you visit Singapore,"When the lady at front desk found out I left Singapore 25 years ago as an ESPN sports anchor and lecturer at NUS, now returned as a professor to give a seminar presentation, she worked with a manager very hard to upgrade our two rooms to one beautiful two-bedroom suite on the 43rd floor facing the bay. Our family really enjoyed the stay at Marina Bay Sands that is second to none. Your hospitality made our stay in Singapore the highlight of our entire trip in Southeast Asia. We will definitely come back.",May 2023,3,5.0
Disappointing sanitary standards,"The hotel did not live up to its expectations. The rooms were OK, and everything was fine until ants started showing up in our room. Started off with one single ant in the morning, and at night the same day we had a trail of ants below a pillow on the bed. Totally unacceptable. We also noticed that sheets were tidied up but not changed for a couple days. Slow front desk.Very questionable sanitary standards. Horrible bang for the bucks. Think twice before booking.",June 2023,1,1.0
Amazing Stay,"Clean rooms, great view and express check-out. But the highlight of our stay is the infinity pool. The service is amazing. I would like to commend Dennis and Maricor at the pool area for the great service.",May 2023,1,5.0
Overrated,The smell of urine and visible molds in the the bathroom are disgusting.  Cigarette butts in the balcony.  Stains on the carpet.. room is dusting.  We asked to change the room but they couldn’t accommodate but offer to send the cleaning crew.  Horrendous experience,June 2023,1,1.0
You’ll be left tired and hungry,Terrible service….The MBS is an incredible place there is no two ways about it…however my wife and I arrived at the hotel at around 9am  after 13hr flight. We were told that our rooms were not ready and we had to wait for a text message letting us know that they were ready. After several hours of waiting they still weren’t ready and told me I had to continue to wait. And it was possible that they weren’t going to be ready until 3pm. We tried to get some food by the pool however was turned away (even though it was open and other people were sitting in there).  I stated to the staff at the front desk that we were extremely jet lagged and we were turned away at one of the restaurants. I find this incredibly hard to believe that an establishment like the MBS don’t allow check in before 3pm even though there are multiple long haul flights landing early in the morning. The staff weren’t prepared to offer any type of compensation either so we and the wife just sat in the lobby and waited. Bored tired and hungry. I wouldn’t not recommend it here.,June 2023,1,1.0
A heartfelt thank you to Marina Bay Sands,"I have had the pleasure of staying at Marina Bay Sands hotel on several occasions and every single time the stay exceeds expectations. The warm welcome, great hospitality and the staff's willingness to help solve issues is outstanding. The rooms are always clean and the views are breathtaking. The wide range of restaurants in the hotel cater to different situations, always something to enjoy. A heartfelt thank you to Marina Bay Sands!",May 2023,1,5.0
mixed,"wanted to stay here having visited singapore a few years ago . had booked the roof restaurant well in advance as it gets busy. This was the one disappointment. Food just ok , service fine but for the price , which is expensive by any comparison - the italian restaurant was more akin to a cross between bella italia and an american diner - would not bother again- hotel service and room were absolutely fine - it is a mad busy very large hotel .Breakfast service on the roof was good if very very busy.",April 2023,25,4.0
Awesome experience!,"Very friendly and accomodating staff, from check-in till check out it was all smooth and fast. Had a room with a great view, and they even sent something in the room upon knowing we are celebrating a special occasion, very thoughtful indeed.Arts Science Future World was a good place for kids to enjoy.Kids had a great time in the infinity pool, staff are all friendly, approachable and attentive to all our needs. Dennis was very helpful, he assisted us made sure we have a safe and fun experience since we have kids with us. Thank you guys!",April 2023,1,5.0
Superb hotel with superb service,Superb. Excellent service from premium services team. Will never forget their support. Especially special thx to Joanne helped me with the surprise and event for my fiance. Such a short request but responose was so prompt!,April 2023,1,5.0
"A good stay, not a great stay","The hotel is undoubtedly wow in style, architecture and size. The observation deck and pool are amazing. Our room was huge, well appointed and had a great view of the city. The water, juice etc. are replenished daily. We didn't eat in any of the hotel's restaurants. Our only criticism is the bed was extremely firm and we had 3 uncomfortable night's sleep and sore backs/necks in the morning. Our overall impression - we preferred The Clan in Chinatown, where we stayed our first 4 nights, for its ambience, style and location.",April 2023,52,4.0
Infinity pool with a view.,The infinity pool on the roof was amazing! Breathtaking views during the day and especially at night. Great poolside service with excellent drinks and food. The staff was very friendly and accommodating. They noticed it was my husband’s birthday during check-in and had cake delivered to our room. The rooms were very nice and comfortable.,March 2023,1,5.0
Lovely place to go whatever you plan to do!,"Whether it’s to soak up the Marina Bay cityscapes and the waterfront, shop the most expensive branded items Singapore has to offer, to visit art and science museum with young children, eat all the delicacies (at a marked up price) at Rasapura masters in B2 level Marina Bay Sands or to go up to the iconic Marina Bay Sands Hotel Skydeck for a stunning 360 view of Singapore, this is a must do.I took the Taxi from airport (SGD 24) with my family to Marina Bay Sands, but you may chose to do the MRT. Food at the food court was fabulous. Don’t forget to try Chendol (a desert). Wet to Art and Science Museum to see the Audi Exhibition. Others we did not fancy. Shopped and walked the waterfront.Went to sky deck. Fabulous views.Then back to airport. Best way to spend a 10 hour transit.",April 2023,14,5.0
Great service and staffs! Room condition could be better,"The overall service was excellent! We were able to get an early check in, which was more than we could ask for. As for room condition, the room that was assigned to us was in Tower 3, and wasn't in the best shape. I understand that the Tower 2 is under renovation or is renovated already. Hope that for our next visit we could also get a room that's gone under reservation. All the staffs were friendly, location was great. My parents loved the swimming pool. Thank you for the great experience and our check in staff Emilia for getting us into our room early :) 얼리체크인을 받을 수 있어 여행이 굉장히 편했습니다. 아침 일찍 도착해서 시간이 많이 뜰 수 있었는데, 덕분에 가족들과 굉장히 행복한 시간 보냈습니다.",April 2023,1,5.0
Bucket List,"The MBS was on our bucket list, so we took the plunge.  Yeah the hotel is expensive but for us it was a once in a lifetime trip.  Could have stayed at the fours seasons for less but it doesn't have a 57th flr infinity pool and the cool light show.Booked a garden room view and we really enjoyed.  Nice balcony and a great view of the skypark, and as a bonus a great view of the light show in the park.  The room was nice with a huge TV led (70"").  Bed was comfy and a practical layout, but nothing special.  Minibar (non-alcoholic) was also included in our rate and was refreshed daily.  Also, bottled water was provided daily - we got at least 6 bottles a day, and you could ask for more if needed.Infinity pool was amazing, with a breathtaking view of the city during and day and night.  Pool staff were super friendly and it was great that only hotel guests could use the pool.  Having said that, the pool can get super busy so we decided to visit the pool first thing in the morning and end of the evening 9pm and it wasn't busy at all.  Very nice !  We used the gym on the 55th floor - amazing views of the city.  Lots of modern equipment and the use of a sauna, steamroll, and hot pool in the change room area.We didn't dine at MBS, but instead wanted to try the Singapore street food, so a quick taxi to chinatown (Maxwell or Lau Pau Sat) with a huge selection of food.  The mall in the foodcourt is very good too, if you want to eat in air conditioned comfort :).  For us, the MBS was a super convenient location to explore Singapore.If it's on your bucket list, just do it.  We thoroughly enjoyed our stay at MBS.Bonus:  We were celebrating our anniversary and one evening, they provided us with a small box of chocolates and some delicious dessert.",March 2023,166,5.0
Not Worth It,"The only reason we spent $500 for a night was to go in the famous infinity pool.  It was not worth it.  The hotel has thousands of people in it, feels like you are in Los Vegas in one of the big gambling casinos.  There is a food court that again, thousands of people, not just guests, go to eat.  If I had not stayed here, I would have always wondered what it was like at the infinity pool.   The room was average with a view of the gardens.",March 2023,259,3.0
Awesome,Wonderful hotel with amazing infinity pool friendly staff and great food. Breakfast buffet was perfect and multiple dining options available. View from our rooms on 35 floor was spectacular. Definitely reccommend both for business and with family.,April 2023,11,5.0
Orchid suite one of best suite room in marina bay sand.,One of best hotel and best experience. Booked orchard suite. One of best room in Marina bay sand. It’s on high floor view of both side city and garden. Awesome arrive complementary fruit snacks chocolates. Include 3 meals on some of hotels best restaurants. Worth money. Very good experience. I has bedroom city view  living room garden view.,May 2022,116,5.0
Once in a lifetime splurge on VIP package worth it,"My siblings and I booked a surprise stay at the MBS for my parents as their wedding anniversary gift, and decided to go all out on the High Life Package in the Sands Premier Suite for a special once-in-a-lifetime experience.  This review is therefore specifically on the service we received from the Premium Services Team and my parent’s stay in the newly renovated suites (the experience will obviously vary depending on your room type and package).Firstly, the new suites are beautiful!! We had an eye-level view of the Supertree Grove, and the amenities and layout of the suite really lived up to our expectations of a luxe hotel.  But what really elevated our stay (and made the price of the room seem more justifiable) was the service we received.  We felt the VIP experience from the moment our MBS limousine transfer driver picked us up from our other (more modest) accommodation, to the warm welcome we received from our Premium Services rep, Joanne Catalan, at the MBS entrance.  The Premium Services Team (in particular Joanna) provided exceptional customer service throughout our stay! They showed great professionalism, were always willing to assist with our queries and requests, and truly, truly went above and beyond to make my parent’s  anniversary stay at the MBS a very special and memorable occasion for our whole family.  We are especially grateful for the  personalized anniversary surprises, family photo request, and the complimentary limousine transfer upon our departure (this was not a package inclusion but Joanna and her team went out of their way to meet an unusual request, which we were beyond grateful for).  Thank you so much to Joanna and all of the Premium Services Team for everything!! Truly wonderful service that lives up to the MBS brand!!! We hope to come back in the future!!",April 2023,9,4.0
I feel like a princess and the MBS staff are my trusty entourage,"My family and I are so well taken care of and spoiled, we had the most reliable team looking out for us just a text away. I definitely used up the text privileges a lott to get help making restaurant reservations and whatnot. (Also got sent a cake for my birthday!)Thanks to Andre from premium services for being so attentive!",April 2023,2,5.0
Services with smiles,"From the start to the finish, John and Andre from the Premium Service team, show an immense courtesy, professionalism and knowledge of Singapore and its wonderful attractions. We were met at the airport by an assistant who took us through passport control who without her knowledge, we would have found it’s difficult to answer all the questions to gain entry to the country. They made one kind gesture sending us a complimentary Singapore Sling. The whole team from Premium Service team should be congratulated for the representation of the Marina Bay Sands hotel.",April 2023,18,5.0
Fulfil that once in a lifetime accommodation dream,"What an amazing hotel, in its design and modern grandeur. Staff were superb, the pool a must and having a food court, world class shops,  all next door to the MRT makes life so much easier. Yes, it costs a kidney or 3, but for a fab treat - just do it!The pool is only accessible via the guest pathway, and it is a spectacular look at the city. The view over the Gardens at the Bay is beautiful and a great place to watch the night show from the comfort of the room. Staff are super helpful and willing to go the extra mile for you.",April 2023,43,4.0
Above and Beyond,"Stayed 3 days 2 nights at MBS. The infinity pool never fails to amaze. The service was impeccable, service staff were always making their rounds making sure guests feel comfortable. Would like to make special mention to a service staff at the infinity pool, Sid, who made us the best cocktails. Truly his service never fails to bring a smile to me and my best friend’s face. The room was big and spacious. I sent one of my dresses for laundry. Before I sent it for laundry, I damaged the slit and didn’t mind the slight tear and I just proceeded to send it for washing. But to my surprise, when I received my clean dress, the slit was sewn back! Would like to make a special mention to Chia Leng, who noticed this little slight tear and took the effort to rectify it. Very grateful and im so thankful. Also ordered room service in which came on time and had a lovely breakfast at the balcony facing gardens by the bay, which was lovelyAll the staff were extremely friendly and attentive. 100% will return to MBS.",April 2023,5,5.0
Expensive but good experience,"We stayed here for 3 nights and yes we did queue for check In and room wasn’t ready so we went off to explore.  When we had our room it was on floor 31 with a good city view and spacious although stayed in better.  It was a pain to go to the rooftop pool as you need to take one lift then change and get another but do get there eventually. Now the infinity pool is the Gem for this hotel as perched on the 57th floor and although busy we always managed to find a sun bed.  The views from this area are great.  We ate at the pool and it’s quite expensive but then what would you expect at one of the most iconic hotels on the planet.   We also had breakfast in Spargo’s every day and this is situated by the pool, it was always very busy and slow service but good choice of food and freshly cooked breakfast if required.  The hotel is well situated as joined the the Gardens and a Hrt station which will take you all over the city.  Would we stay again.  Yes of course",April 2023,16,4.0
Family vacation,The hotel is very beautiful and massive. Well that everyone knows. For me the best thing about the hotel was its team members. The staff is very courteous and goes out of the way to help. and its not only one department. From front office to house keeping to F&B to security and concierge.,April 2023,39,5.0
Not worth the money,"Don't go to this hotel if your are expecting a five star room or service.  At best this is a there star hotel.  Let's start with the chaos of checking in.  Waiting more than an hour in line to see a check in agent, waited another 20 minutes for her to input guest information only to be told our rooms were no available and it would be another hour wait.  Once we finally were allowed to go to our rooms, the disappointment continues.  The rooms are outdated.  Bathroom fixtures are stuff are hard to turn, toilet was old and mouldy and bathroom walls were not clean.  Bed was hard and not comfortable.  The hotel charges a lot for a nights stay and it is 100% not worth it with so many amazing hotels in Singapore.",April 2023,8,2.0
Very expensive and very busy not recommended,"So wanted to stay here after seeing it on the TV on ‘amazing hotels of the world’ but what a disappointment…1st off its not a 5 star hotel its a vegas type resort and probably 4 star and certainly not worth £500 a night. Its an amazing feat of engineering for sure but its so big with 1000s of people everywhere you cannot relax or enjoy any of the facilities as they are all packed all of the time.We couldn’t get any restaurant reservations as they were full. We tried for Spargo but despite 3 emails, 2 tel calls and asking reception we wern’t even replied to. All restaurants have a waiting line and all a ridiculously over priced, I mean 34 bucks for a burger and 7.5 bucks for a bottle of water is a joke ! The buffet restaurant in the lobby is 120 bucks each, for a buffet !!!The pool is huge but packed and they shut it all the time because of so called lightening strikes which never actually occurred. You even can’t stay on sun beds everybody is rudely moved away. The rooms are nice but the beds are rock hard, we couldn’t sleep and had bad backs each morning.The casino is a nightmare to get into having to show passports and entry visas and the same to get out !! There were no ATMs inside the casino so they wanted us to go outside and then queue again and re show documents to get back in !! What a joke…The huge shopping centre is packed and all the shops are mainly geared towards high rolling Japanese clients who even queue to get into the like of Chanel !The whole place is just there to rip as much money out of you as possible and send you on your way….There are much better hotel options in Singapore I would suggest",April 2023,149,3.0
Orchid suite one of best suite room in marina bay sand.,One of best hotel and best experience. Booked orchard suite. One of best room in Marina bay sand. It’s on high floor view of both side city and garden. Awesome arrive complementary fruit snacks chocolates. Include 3 meals on some of hotels best restaurants. Worth money. Very good experience. I has bedroom city view  living room garden view.,May 2022,116,5.0
Once in a lifetime splurge on VIP package worth it,"My siblings and I booked a surprise stay at the MBS for my parents as their wedding anniversary gift, and decided to go all out on the High Life Package in the Sands Premier Suite for a special once-in-a-lifetime experience.  This review is therefore specifically on the service we received from the Premium Services Team and my parent’s stay in the newly renovated suites (the experience will obviously vary depending on your room type and package).Firstly, the new suites are beautiful!! We had an eye-level view of the Supertree Grove, and the amenities and layout of the suite really lived up to our expectations of a luxe hotel.  But what really elevated our stay (and made the price of the room seem more justifiable) was the service we received.  We felt the VIP experience from the moment our MBS limousine transfer driver picked us up from our other (more modest) accommodation, to the warm welcome we received from our Premium Services rep, Joanne Catalan, at the MBS entrance.  The Premium Services Team (in particular Joanna) provided exceptional customer service throughout our stay! They showed great professionalism, were always willing to assist with our queries and requests, and truly, truly went above and beyond to make my parent’s  anniversary stay at the MBS a very special and memorable occasion for our whole family.  We are especially grateful for the  personalized anniversary surprises, family photo request, and the complimentary limousine transfer upon our departure (this was not a package inclusion but Joanna and her team went out of their way to meet an unusual request, which we were beyond grateful for).  Thank you so much to Joanna and all of the Premium Services Team for everything!! Truly wonderful service that lives up to the MBS brand!!! We hope to come back in the future!!",April 2023,9,4.0
I feel like a princess and the MBS staff are my trusty entourage,"My family and I are so well taken care of and spoiled, we had the most reliable team looking out for us just a text away. I definitely used up the text privileges a lott to get help making restaurant reservations and whatnot. (Also got sent a cake for my birthday!)Thanks to Andre from premium services for being so attentive!",April 2023,2,5.0
Services with smiles,"From the start to the finish, John and Andre from the Premium Service team, show an immense courtesy, professionalism and knowledge of Singapore and its wonderful attractions. We were met at the airport by an assistant who took us through passport control who without her knowledge, we would have found it’s difficult to answer all the questions to gain entry to the country. They made one kind gesture sending us a complimentary Singapore Sling. The whole team from Premium Service team should be congratulated for the representation of the Marina Bay Sands hotel.",April 2023,18,5.0
Fulfil that once in a lifetime accommodation dream,"What an amazing hotel, in its design and modern grandeur. Staff were superb, the pool a must and having a food court, world class shops,  all next door to the MRT makes life so much easier. Yes, it costs a kidney or 3, but for a fab treat - just do it!The pool is only accessible via the guest pathway, and it is a spectacular look at the city. The view over the Gardens at the Bay is beautiful and a great place to watch the night show from the comfort of the room. Staff are super helpful and willing to go the extra mile for you.",April 2023,43,4.0
Above and Beyond,"Stayed 3 days 2 nights at MBS. The infinity pool never fails to amaze. The service was impeccable, service staff were always making their rounds making sure guests feel comfortable. Would like to make special mention to a service staff at the infinity pool, Sid, who made us the best cocktails. Truly his service never fails to bring a smile to me and my best friend’s face. The room was big and spacious. I sent one of my dresses for laundry. Before I sent it for laundry, I damaged the slit and didn’t mind the slight tear and I just proceeded to send it for washing. But to my surprise, when I received my clean dress, the slit was sewn back! Would like to make a special mention to Chia Leng, who noticed this little slight tear and took the effort to rectify it. Very grateful and im so thankful. Also ordered room service in which came on time and had a lovely breakfast at the balcony facing gardens by the bay, which was lovelyAll the staff were extremely friendly and attentive. 100% will return to MBS.",April 2023,5,5.0
