Review Title,Review Text,Date of Stay,Author Contribution,Rating
Amazing experience,"This place is incredible, you have everything in your room. The price is high but it worst. Food is nice, the amenities in the room are incredible.  The view to the gardens was amazing [ floor 36] the pool also is a great way to relax.",August 2022,2,5.0
Most amazing hotel,Whenever passing from Singapore i always like to stay in Marina Bay Sands. Its one of the most amazing and fantastic hotel in the world. Swimming in the hotel pool is like swimming in heaven ! Rooms are modern and comfy and so many restaurants to choose from. Naturally the whole experience is quite pricy but well worth it,September 2022,415,5.0
Amazing experience,"While waiting at the lobby for checked in , we while approached by Daniel (from premium service after asking him) the experience was fantastic as he accommodated to our request and explained the faculties. The room and it’s view was amazing , which lives up to its name of a must visit hotel in Singapore.",November 2022,2,5.0
Superb Service.. The best customer service.. 10/10.. ❤️,Our overall stay was great.  Very smooth process from check in to check out. Thank you for providing us the best room with the best view and accommodating my requests. Special thanks to Sir Mark of Premium Services for taking care of us during our stay.  Thank you for the cake provided as celebration of the birthday of our son.  We will surely visit Marina Bay Sands when we will go back in Singapore.  ❤️,November 2022,1,5.0
Amazing bucket list experience,"We stayed at the marina bay sands as a young couple for 1 night before we start our budget backpacking trip. The pool is sensational and well worth the stay if the weather is dry. We were a little disappointed that the pool had to be closed due to lightning warnings but understand that this is out of staff’s control. The room was also very nice, clean and luxurious. Jerry from reception checked us in early and was very professional and polite, as were all the staff we dealt with. We were also given complimentary cake for a birthday which was great. The only thing we felt was missing was breakfast not being included in the price. Overall it was a fabulous stay and would recommend to anyone that can afford this luxury.",November 2022,7,5.0
Birthday celebration,"Spent an awesome birthday weekend at MBS.My staycation started off being whisked away in their first-class service MPV to the hotel. Check-in was a breeze at reception and being escorted to the room by the Premium Service team made me feel very welcome. Their immaculate service to walk me thru my suite to ensure my needs and requests are satisfied.😘Delightful surprises of champagne  cake and canapés were sent to the room too!The room is clean and huge with spectacular 360° view, especially of the vibrant cityview at night. I'd enjoy a luxurious experience with MBS with next level hospitality and professionalism of the team. They deserved a fantastic review! 👍🏻",November 2022,5,5.0
Renovated rooms are amazing,"I stayed at MBS pre-pandemic and was rather disappointed with the guest rooms, they were extremely basic, more 3 Star than 5 Star, not worth the money. Heading back to Singapore I stayed in one of their renovated rooms and I was truly amazed by the transformation. The renovated rooms are top luxury, lots of accessories, a mini bar out of this world, they can finally compete with the best of the best.",October 2022,"2,030",5.0
"once in a lifetime, amazing customer service","This has been on our bucket list for a while. We treated ourselves to a night mainly to experience the pool. On arrival we were told we had been upgraded to two suites but in different towers. We explained we needed to be near our teenage children and then the amazing Sheila somehow gave us the upgrade of a lifetime to a 2 bed suite on the 54th floor. We were beyond thrilled and she was so lovely and excited for us! The room was breathtaking and the view incredible. Everything that you hear about the pool is true, it is unlike anything I've ever seen before and worth every penny. Unfortunately the water was cold following a huge storm but that's because we chose to swim late at night when it was quiet. Breakfast was vast with every option you could ever imagine eating and more. If I'm honest I'd say it was more quantity than quality and although we were welcomed by the maitre d' who was lovely and very friendly the waiting staff didn't come to us once so I don't think we even managed a cup of coffee. Still we could have pushed. Everything at this hotel is on a vast scale but it's absolutely worth going to see and experience. Even the gin trolley and pudding buffet in the evening were worthy of note, there's just so much to try!",October 2022,27,5.0
Nice hotel with excellent Customer Service. We will be back.,"I have been staying few 5* hotel before and this is the best customer service hotel l met. I booked a suit room for my son birthday. To my surprise, the hotel called me one day before and told me that they can arrange a complimentary pickup from my home to MBS. Although l didn't need pick up from my home, but they allowed me to use it from MBS to my home during checkout. The check in process was smooth & the room was big, clean with beautiful view. Hotel even gave my son a complimentary nice dark chocolate cake.  I would like to thanks the hotel staff, Mark Delegero, Alan & the staff who sent us back to home. With their professional services, We really enjoyed our stay and don't feel like going out of the room. We would like to thanks Mark Dlegero, he is very professional and knowledgeable, he knew that we are 1st time staying in MBS, he extend his service to show us arround, accompanied us to our room, brief us what is provided in the room, where we can enjoyed our breakfast next day and he even bring us to club 55, swimming pool etc. Of course we will be back in our next staycation.",October 2022,1,5.0
Fantastic in every aspect!,"As most people know, this place is expensive, but it is worth its money. The atmosphere is fantastic, and the staff are very friendly and helpful. Great care is taken over even the smallest items and that makes all the difference. Plenty of places to eat, a large shopping centre with all major luxury brands attached and of course the infinity pool on the rooftop are just out of this world. You can stay in this Hotel for a few days without ever leaving it once [as we did this time]. We are already planning our next stay.",November 2022,443,5.0
Exceptional!,"The staff were exceptional, the room tremendous and the pool beyond belief.  Yes it's expensive, but it was worth it and I would highly recommend if you are able to. There was simply nothing like it. Our room looked over the gardens and it was sensational. To watch the city go from light to dark from the pool is incredible. stunning.",October 2022,20,5.0
2017 Late Review-  found my handbag and couriered to Sydney . Superb.,"I’ve been meaning to write this review for 6 years, and always tell friends and family what a fantastic experience I had. The main reason for my review was because of how proactive and helpful the staff were. I left my handbag in a taxi on the way to the airport. It was just a standard unbooked taxi. I was distraught and tried everything to find the taxi when at the airport. The hotel checked the cctv, time, asked what I was wearing and managed to find the driver. The handbag was then couriered over (at my cost) to Sydney where I was staying. Absolutely first class service!",February 2023,40,5.0
A totally impressive hotel,"An impressive building, with stunning views. Staying here felt like an experience of a lifetime . Everything was seriously tip top and a thoroughly enjoyable visit. Rooms were great with great views. Views from top floor were even better and then there is the pool, which is impressive. A great hotel.",February 2023,343,5.0
Vegas experience in Singapore,"Very beautiful hotel in Singapore with some of the same pros and cons of a large Las Vegas hotel/casino.    Beautiful Disneyland like property but terribly slow service at bars and restaurants.   Slow as in sometimes an hour or more just to have a server visit for the first time after initial seating!Room:  Clean with a nice view.   We stayed in 5010 overlooking the Gardens by the Bay.   Perfect air con and clean room with free bottled water replaced daily.   Solid and attentive housekeepingService:   We didn’t require much non-dining service.   Pre-arrival emails were very promptly responded to.   Check in was really slow, but friendly.   They can definitely improve the check in process to make it faster, but this was a very minor inconvenience.   Bellmen were awesome.   Gym:   Beautiful and busy, as to be expected for such a large hotel.    Plentiful equipment of all types.   One of the most well equipped gyms I have seen at a hotel.   Friendly staff and an amazing view.    Great weight selections with dumbbells up to 80 pounds and unlimited barbell plates.   Dining:   So many great options.   All were very good from food and drink perspective.   But the service is incredibly slow at the rooftop restaurants Ce La Vi and Spago.   Way understaffed.   Up to an hour or more just to place an order on some occasions (once we waited 80 minutes and then walked to the bar to order drinks ourselves because we had not yet seen a server!!!).   Be prepared for long waits to receive any service.    Might be ok if you want to spend 5 hours on your meal.    Views on rooftop restaurants are amazing though so that helps.   But it can be really hot and humid so long waits at the outdoor restaurants and bars can become uncomfortable after awhile.   Pool:   Beautiful views but crowded and no shade/umbrellas/cabanas.   Can get really hot.   WiFi:  Free and perfect, no issues.Overall:   Excellent location and beautiful views.   Some items that can be improved upon on the service side, but it was a great experience overall and I would not hesitate to stay here again and work myself around the slow service issues by perhaps dining elsewhere or being more proactive and vocal about service right at the time of initial seating.",September 2022,246,4.0
"Excellent staff, infinity pool is amazing","Thanks to Singapore Airlines rebooking our flight, we ended up with a night in Singapore and decided to splurge and try the Marina Bay Sands. This with the famous infinity pool has been on my bucket list, and as we were celebrating our anniversary it seemed perfect.From arrival to departure the staff were on the whole excellent. The receptionist on check-in was very accommodating of our late flight the next day, and gave us a later checkout. As the booked room type wasn't available, we were upgraded to a suite on the top floor!The bags were delivered to the room - or should I say suite! It was quite impressive with two balconies, two massive TVs, a huge spacious bathroom with bathtub. The bed turned out to be extremely comfortable. Other nice touches were the included minibar containing juices and soft drinks, and that the staff came up with a cake denoting our anniversary - thank you! There were a few minor negatives with the room, the first being the smell of stale smoke. It was stated that this was a non-smoking room, but people have clearly smoked in there. While the room and surfaces felt clean, there was some black mold on the ceiling of the shower that I would not have expected from a hotel of this class.The infinity pool (Skydeck) area is awesome. Plenty of sun loungers and towels, along with good staff. Didn't try any of the restaurants on this level, but did make the ""mistake"" of going down to the observation deck a few floors down. Don't do this - the view is not much different from what you get on the top floor, and you are surrounded by tourists. I found the changing facilities and toilets on the level below to be a little meh with no proper place to change and not super clean (again, in comparison to the rest of the hotel)Overall a very enjoyable stay, although everything in MBS is expensive.",February 2023,450,5.0
Memorable experience.,"A birthday’s treat to stay two nights in this iconic hotel.  All the staff were exceptionally helpful and friendly, especially Grace who arranged a few special treats for my birthday, I was very grateful. Fabulous view from floor 35 of the gardens and all the ships at anchor. We were glad that we walked into the gardens on the first night to see the light show as it was better from underneath, and it rained the following night.My only niggle is that the children have a large area of pool, in fact the whole of the infinity pool I believe, and there is only one small area of sun chairs and jacuzzi’s designated adult only.   This was not watched over by staff so we frequently had young kids in the jacuzzi and running around and screaming which spoilt the experience.",February 2023,108,4.0
Superstar treatment for an ordinary family,"Thanks to Mark and his team to make our family trip to Marina Bay Sands truly pleasant and light-hearted. We were caught by surprise right at the door step of the hotel when Mark and his team meet us at the hotel entrance and supervised us directly to our rooms, making our first time in room check-in experience memorial and careless as we did not have to queue up in the lobby, tired and restless after a long flight with the infant in our hands, but instead were supervised directly to the room, where we could directly take a relax. A big kudos to the hotel team to have such service, especially very helpful for big families after long flight. Just that experience made me feel like the room charge per night was totally worth the price. After a quick and easy in room check-in, we realised that we forgot the baby stroller in the airport. We were offered a free limousine service by the hotel to go and come back to the airport to pick up the lost baby stroller. I was even escorted by the driver in the airport to find the lost item, which made the search fast and easy.While I was in the airport picking up a lost baby stroller, my wife and her family went up to the roof top for a place to eat, since we were very hungry after the flight. However, the restaurants upstairs were fully booked and the only option was to go outside of the hotel for a lunch. Then I sent WhatsApp message to Mark and his team asking if they could arrange for us a table, and to our surprise they found one table for us. This type of treatment made us feel like we are the special guests of the hotel, but we were just an ordinary family staying for few nights in the Delux rooms. The team was always online available to answer all our questions, arranging bookings for us and etc. Eventually the experience we had with the hotel service makes us want to come back to this hotel, and I can definitely tell, that because of Mark and his team we are going to come back for our next trip to Singapore to this place, just to feel a little bit special.In this hotel, thanks to Mark and his team, you do get treated personally and respectfully. Me and my family we are very thankful to Mark and his team to make our trip to Singapore memorial and hassle free.Will surely recommend this place to my friends and family when going to Singapore. This hotel is a must stay to experience this private hospitality.Dmitrii & his family with love.",February 2023,8,5.0
Prepare to be wowed,"Amazing from the moment we were greeted out of the shuttle. Greeted by name and taken to priority booking room as we had booked with amex. We were personally shown to our room with fab views of the city. Lots of personal touches and extras such as macrons and models. Lovely view of light show from our room. My hubby shut my daughters fingers in a car door and the staff had a medical team there within 20 seconds. Couldn’t fault any of the service especially as they were servicing up to 6000 people at a time. Only down side was that as we travelled as a family, it is t really as suited as a family friendly destination, more slightly older. There were food options but had just been better at other places. Still that’s not their main focus and we appreciate that. Also to be mentioned is how close it is to everything especially gardens by the bay. Def worth a visit.",January 2023,86,5.0
Still in awe from the amazing experience (Thanks NICOLE!!),"Travelled to visit Marina Bay Sands from the United States on Dec 28th, 2022.On December 22nd, 2022, I contacted Marina Bay Sands hoping to plan surprise proposal to my girlfriend on the Sky Observatory deck. No other piece of modern architecture is more iconic than MBS in Southeast Asia and I had my eyes set.In just the few days before the Christmas holiday, Nicole was offered to connect with my 3rd party photographer and help coordinate the proposal as if I asked my best friend one favor in my lifetime. She is an amazing human and I can tell why MBS is lucky to have her be the face of their iconic brand.Nicole granted permission for my photographer to be at the Sky Observatory Deck for the special moment when I popped the question. She even kept in communication with my photographer on a 2 hour photoshoot to surprise us with a generous gift with chilled champagne and truffle chocolates in our room when we returned. The property itself is fantastic - from the intimate infinity pools, to the world-class architecture in the casino, to the immense amount of beautiful shops in the mall. Oh, and we cannot forget the delicious food at the food courts.The experience at the property was far superior than the hundreds (yes hundreds) of times that I've visited in Las Vegas. But, it was truly the delicately care that Nicole selflessly provided that truly meant more than anything.",December 2022,0,5.0
Outstanding service,The staff at this hotel are fabulous. The location is wonderful as are the amenities.. but it is the friendliness and professionalism of the staff which made our stay so memorable.  Thank you Mark for your welcome and for the care you and your team showed us throughout our visit.,January 2023,5,5.0
Fantastic experience,"Great experience - brilliant Premium Service team with Suzana and Mark going above and beyond to make sure that we were comfortable, happy and enjoyed our stay. Could not have asked for better service. We are already getting questions from the kids about when we can go back and we only checked out today!",January 2023,1,5.0
The New Icon of Singapore,"One of the best hotels in Singapore, the garden view has an open balcony, and the city has the most spectacular view of the Marina Bay area, including the water laser show, Spectra.The Garden view is to see the sunrise; the city view is to see the sunset. Booth ate a spectacular view.During special occasions, taking a city view is a good choice.",July 2022,512,5.0
Excellent,"We stayed at Marina Bay Sands for three nights.This hotel was excellent and as we loved the pool. However, out of all the hotels I have stayed at, I would like to say a special Thank You to Marina Bay Sands. On our holiday (we went to a few places), my 10 year old  son became ill and became dehydrated.    By the time we reached Marina Bay Sands, it was becoming obvious that he was not well.  I contacted the front desk and the staff organised an ambulance and a doctor to come to examine him.  Marina Bay Sands security helped take my son in a wheelchair to the ambulance and assisted us with our passports and details we would need to take to the hospital.  The  staff at Marina Bay Sands simply went above and beyond.  My son went onto make  a very speedy recovery after going to A&E at the hospital.Yes - I thought the room we had was excellent.  The hotel was wonderful and such a good location.  Above all though I would like to say a heartfelt thanks to the staff who really did care about us in our hour of need. I would like to say heartfelt  thank you for making us feel so special and taking care of my son while we visited Singapore.Thank you.",September 2022,8,5.0
A Hotel that is heaven for Adults but not great for families/kids.,"We arrived in Singapore as a family. Beforehand, we arrived to 2 different hotels that were cheap and reliable. When we first arrived to Marina Bay Sands, we were stupefied to see how many adults were in the hotel. At that time, it was school holidays in most parts of the world. The check-in time was at 4:00pm as well. When we first arrived to our room, it was pretty standard for a $1000 SD per night hotel. Nevertheless, the facilities were superior for adults. Consequently, Marina Bay Sands is a great hotel for adults ONLY.",October 2022,1,3.0
Surprisingly personal service at this huge hotel,"It's an enormous, sprawling hotel, and the check-in experience was similar to checking-in at an airport - not ideal.However, it was clear after a few encounters with the staff that despite the fact that we were 4 people of thousands of people passing through,  that this hotel was special.Each interaction with the superb staff felt personal and the staff were fully invested in us having a great time.I'd single out the following staff for exceptional service:Concierge (and Clef D'Or holder) -  Muzaffar - he went the extra mile to help us book our night safariPool-side manager - Maurice (one of the nicest Aussie's I've met)Pool life guard - Mo ( a one in a million character)",July 2022,8,5.0
Singapore’s best,We had such a lovely time in MBS! The service is outstanding and the facilities are simply amazing. Singapore’s best hotel totally did not disappoint. Plus points that we were given a generous upgrade from Garden view to City view.,August 2022,6,5.0
Vegas at Singapore,This was my 2nd time at MBS. I had a great stay. I would like to say that this time I experienced an even better service. The room service was very prompt. The waiting time for breakfast was much less. Also the breakfast selection was very nice.The staff was very helpful as I had arrived early and the check-in executive gave me a temporary card to access the pool and the health club so I could relax and shower by the time my room was being readied up.The views from the hotel is undoubtedly amazing.,September 2022,276,5.0
Different to all the Rest,"This hotel deserves 5 stars for its sheer size. Our visit was to the MBS was the most impersonal experience I have ever had at any hotel anywhere in the world. When you arrive you are simply one of thousands of other guest who are checking in and out of the hotel that day. The surprising thing is everything does seem to be well managed which is why the place deserves five stars. It is another thing I have ticked off the bucket list, but as for returning, that wont be happening.",September 2022,56,5.0
Breathtaking hotel with friendly staff,"We had a wonderful stay at MBS. The staff were friendly and helpful and of course the rooms, the pool, the views are AMAZING! The hotel is very conveniently located and great if you are travelling with children with access to Art Science Museum and Gardens by the Bay right on the doorstep to the hotel",September 2022,1,5.0
Disneyland on heat !,"If you are looking for luxurious personal service, this hotel is not for you.The swimming pool view is the highlight but it's not for swimming, it is for posing and taking pictures.We hadn't booked anything because we didn't know we had to and we didn't find a restaurant to eat in before 9pm because everything is fully booked.There doesn't seem to be anyone to help you navigate the madness of so many people so even though as a hotel guest spending a lot of money it doesn't feel like you are important to the hotel.The guest room is a wonderful sanctuary. We had a high view across the gardens and bay which was wonderful but this was not enough to make me want to go back.",September 2022,22,3.0
Exceptional Service,"Our stay was made so much more special by the staff but in particular, Renee Soh from the Premium Services team. Nothing was a problem and room was like a penthouse.Amazing hotel with amazing staff to match.",September 2022,1,5.0
GREAT SERVICE FROM JOANNE OF PS!,"I would like to Thank Joanne of PS Team for her superb service. It was a top notch service from her. From my arrival down to my check out, She really did a job well done. I feel like she is 24/7 available. Everytime I ask a silly question, she is always there to help. A great Gem in your company. Will always be back in MBS, that's for sure. Please send my regards to her, hopefully when i get back, she can always attend to me. Great experience with a Great Staff! Thanks for making my Stay a very memorable one! Kudos Joanne!",February 2023,2,5.0
Impeccable service,"The service was impeccable.  The staff are so welcoming and always on their feet. Booked the dinner buffet at RISE restaurant and everything went smoothly, from reservation to checkout. Hazel was there to serve up additional cake, tea and coffee for our anniversary. Kudos to the team and keep up the great service and hardwork!",February 2023,1,5.0
Memorable Experience,"We booked this stay to celebrate our 5 year anniversary. This was also the first time traveling with our 1 year old son to Asia. After a long 19hr direct flight from NYC, we were tired and didn't have any expectations. As soon as we arrived, we were blown away with the service and the kindness of the staff. We arrived early at 8am but our room wasn't ready yet, so they suggested we visit the gardens and they will text us when the room is ready. At 11AM, we got the text and check-in was smooth and quick. The room was clean, and everyday we had our fridge and water stocked. One thing I do want to compliment is the hotel keeping their policy of the infinity pool is for guest only. This was a major reason why we booked all 6 nights at the hotel and with the price we paid for our stay, we definitely appreciate them enforcing this policy. We noticed a few individuals trying to take advantage of their infinity pool. I've overheard guest who are asking for ""extra"" room cards in the lobby because they ""lost"" theirs or individuals trying to intimidate their way in by saying they ""left"" their cards in the room and shouldn't have to go back and get it etc. This was one of our favorite hotels that we've stayed at and everyone at the hotel made it a memorable experience for us.",September 2022,112,5.0
An amazing place,"I stayed at your hotel a long time ago, but the room on the 50th floor with a view of the bay was amazing. The rooftop pool of the hotel left an unforgettable impression.You have a friendy and polite staff.",November 2022,1,5.0
"Great hotel, service, and location!","We were nervous on whether we should stay here or another hotel in Singapore. People had told us that it was a big like Las Vegas or Disneyland - and let me tell you - it was better! First of all, you can't beat the location. It's perfect in every way - just Google it! The Concierge team was excellent - they helped us with anything we wanted to do at any time. They gave us ideas, and even met us during breakfast to walk us through ideas of how to spend our days. The large and best mall is connected to the hotel, and the MRT (Subway) is just downstairs from the hotel. They have great restaurants in the hotel and in the connected mall - and an amazing food court/hawker stands! You can see the light show in the fountain and the Supertree Grove. We stayed in Tower 2 - which is the newly renovated tower. THE POOL was LOVELY! This was also a highlight - and it's only for guests. When the weather was nice - we would take a break and just hang out at the pool. The sunsets are beautiful.  You can get food and drinks at the pool also. We also had drinks on the rooftop and that was really nice as well - and something I would also recommend.  OVERALL - the answer is YES! Stay here if you are visiting Singapore! We have to go back through Singapore to catch our flight back to US - and we can't imagine staying anywhere else for our last night in Singapore!",February 2023,15,5.0
Enjoyable staycation,"We stayed at MBS Tower One level 43 from 15 to 17 February 2023 and the view was beautiful. Although there was some minor unpleasantness during check-in, the experience was quickly rectified by one MR LEE from the hotel’s operation team. We were impressed by the swift action taken by MR LEE to resolve the issue we experienced upon checking in, which was in less than an hour after our feedback via email. This incident reflected how MBS prioritizes guests’ feedbacks and is making every efforts to make right what went wrong.",February 2023,90,5.0
Best Hotel & Service ever experienced!,"The best stay and experience at a hotel ww have ever had. We are a family of 4 with kids age 13 and 11 and got one of the newly renovated premium 2 bed suites. (Room 1990). Wow, just an incredible room, the children had their own double beds, we had a cinema room with karaoke, the views, the beds, the butler service who were so attentive and kind (Jacob, rasul and Raien) and the attention to detail was just too class. We have stayed in other  luxury 5/6 star hotels around the globe, this has to be our favourite. An absolute must visit, you will not be disappointed. Thank you to Paul, Wange and the incredible MBS butler team for the most wonderful stay and special memory.",February 2023,19,5.0
One of a kind,"This place is certainly unique and huge.  Having said that it was no problem to get sun lounges at the infinity pool.  The pool is the the big draw card and a bucket list experience, which we thoroughly enjoyed.  Pool service was good but we’ve had better cocktails elsewhere.  All the staff were impeccably polite and helpful.  My partner was given a complimentary mocktail and some chocolates for a birthday surprise, which was a lovely gesture.  We had a deluxe garden view room on level 29 in Tower 3.  This tower was not currently having renovations so all was quiet.  The room itself is ok, nothing flash, the bathroom is nice.  Origin & Bloom has the best coffee we had in our 9 day trip and the ladies there are lovely.  The only thing to question is whether it’s value for money.  We paid more here for a basic room than we did for suites at both The Intercontinental and Swissotel the Stamford.  As it was a special occasion we splashed out and did it.  Would we go again?  If we won lotto and could afford a suite.",February 2023,107,4.0
Loved it and highly recommend,"Absolutely amazing! I loved the level of service provided in the entire hotel. At the infinity pool, Moe (lifeguard), was exceptional. He was very professional, attentive, had sense of urgency, and knows how to make a customer feel welcomed. Employees at The Marina Bay Sands like Moe, are the reason I will be returning and highly recommending this hotel to everyone.",February 2023,3,5.0
Amazing Stay,"Checked into MBS 2 weeks ago with my husband and little one. While waiting for my check in, i approached a guy with black suits enquiry about the hotel facilities. Daniel from Premium Services attended to me and we have a quick conversation but in detailed. He even flash out a pokemon card from his suits pocket as a small treat to my son when knowing his birthday is coming soon.I was amazed with the little gesture from him and being patience for my enquiries even he was waiting for his VIP guest. Thank you Daniel! Look forward to stay in MBS again!",January 2023,2,5.0
Exceeded expectations,"We booked the Deluxe Garden View room but we were very kindly upgraded to a newly refurbished suite in the second tower. This room blew every other hotel suit out of the water. The suite came with spacious rooms, very modern technology and insane views from both the bedroom and living room. Staff were very friendly and attentive. Only thing I would say I wasn’t to keen on would be the breakfast buffet, considering it is very dear, but this could just be down to personal preference.",September 2022,30,4.0
Best night ever,"We stayed in the Orchard Suite city view on the 45th floor, the team at MBS helped organise a surprise proposal for my partner. We were put in a corner room that had views of both the city and the gardens by the bay. Everything was above expectations and it was the perfect night for the both of us.",September 2022,2,5.0
2 night stay,"Me and my partner stayed here at the start of our 5 week travel. The hotel was amazing and facilities excellent. The food was superb and portions of a decent size although expensive. The hotel was so clean, beds really comfortable and lovely smell throughout. My partner proposed during our stay however our only disappointment being that ce le vie restaurant in the hotel weren’t particularly accommodating couldn’t sort us a table or give any gestures. Would definitely return!",September 2022,11,5.0
Perfect night away,"We stayed here as a couple on a Saturday night for my partners 40th Birthday. We stayed on the 52nd floor which had amazing views of the Marina and Singapore skyline.The infinity pool on the roof had breathtaking views and we went here several times during our short stay. During the daytime we were kept topped up with free ice creams and ordered cocktails from the bar menu. The jacuzzi was the perfect way to end the evening.The room itself was very spacious with a walk in shower, a very large bed, 2 giant TVs and a lounge area.We had a meal in the evening at the Spago dining room. The food was delicious and well presented. To have a meal and drinks with the view across Gardens by the Bay was very special and well worth it.There are so many hotel options in Singapore, but we are glad we stayed here and will have fond memories of our trip.",August 2022,24,5.0
Incredible Structure and Location,"We stayed at MBS at the beginning and at the end of our SE Asia trip. The beginning was fabulous as we were celebrating our wedding anniversary and also had an upgrade to the MBS ""Prestige"" Rewards Program, so we were upgraded to a fabulous suite, with a view of both the bay and gardens. They also delivered a cute little cake. We had signed up for the Re-Imagine promo and received a free voucher for each night of stay for either breakfast, lunch, rooftop lounge, science museum, or infinity pool photos. The Rise Restaurant was excellent with an amazing array of choices. MBS is an incredible structure, with the best location. We walked to the Gardens by the Bay twice. Of course, the infinity pool and Observation deck are a must do as well. The MBS Rewards program gives cash back for hotel stays and purchases. That works well if you plan to come back to Singapore before a year is up. Since we did return to Singapore and MBS at the end of our trip, we used the reward cash from the first stay. However, we cannot use the reward cash from this last visit since they give you the rewards after check out. MBS should allow online purchases using rewards.Our second stay at MBS was a bit disappointing, as they did not upgrade us even though we are return customers, still celebrating our anniversary, and I had the Prestige Reward card (which includes an upgrade), but the booking was under my husband's name, who didn't have the ""Prestige card"".  They could have easily changed the booking to my name, but refused. They did give us a cute little cake again. Overall, one must stay at MBS at least once to experience this amazing place.",September 2022,492,5.0
Appalling customer service.,I was on a trip to Bali and decided to stop over at Singapore for two nights which I booked via their website. I booked a superior room which was on the highest level as I wished to experience the beautiful views across the city and Of course the infinity pool. However when I arrived after my long flight I started to encounter issues. I was only allowed to book one night as there was an issue with my card. So I stayed the one night. I was told to check and book again in the morning for the second night. Which I did but my card got declined. So I then had to leave the hotel to stay at the airport. I then find out a few days later that my card has been charged for the second night. This hotel would not allow me to stay the second night and happily escorted me out but then charge a full nights stay to my card. Absolutely disgusting. At present I am asking for a refund back and they won’t answer my calls. I am a solo traveller and never been in another country on my own before and no help or direction was provided to me.,September 2022,53,1.0
Unique experience,"We were receiving invitations to Marina Bay Sands for the last 7 years or more. Last summer we decided to visit Singapore and, stay in this hotel. All Bay, View, rooms were already booked, so we took Garden View room on the opposite, side of the tower No 3. This turned out to be the best choice. All rooms with Bay view have no opening windows nor the balconies, however the Garden View rooms are having this, advantage. You can slide yoyr glass open and, enjoy the view from your balcony including evening concerts  in the gardens with illumination of the artificial forest. All services were perfect. Laundry exceptionally good. Rooftop swimming pool Cristal clean and staff serving free drinks. Dining at, Rise restaurant opulent and very well served. The only thing I can not recommend is a rooftop bistro restaurant with an artificial queue and uncomfortable coffe tables..In general, great time as long as you are not shy of the crowds, at the reception and Shopees mall.",September 2022,26,5.0
Perfection!,"What can I say but PERFECTION in every way!Everything was just perfect, the room, decor, cleanliness (spotless), customer service, food…ooo, and let’s not forget the infinity pool, amazing!From the moment I walked in after 16hr flight from London, till the moment I check out, I can not fault anything. Thank you so much for making my first Singapore visit so memorable and such a pleasant experience! I will definitely come back! Highly recommended!",September 2022,11,5.0
THE HOTEL IS MORE INTRESTED IN QAUNTITY RATHER THAN THE QUALITY,"The rooms were not ready - and this was at 4.30 pm,, 90 minutes past check in time, it was very busy, and looks so much like, the hotel is more interested in quantity rather than the quality or the guest.  The room was dirty, with large staining on the bed, which we had to ask to be changed - no dressing gowns or slippers.  We had young adults with us - who asked at the pool area, about the music venue, on this floor (of which we could have booked, but was told the night club might suit them better), so didnt book, when they went to the nightclub, it was shut - they went back to floor 57 (i think it was 57), to be told oh sorry - yes i gave you thee wrong info - but then wouldn't let them as it was full, and they didnt book - although advised not to. I brought this to the attention of the check out clerk - whos english was very very poor - in the end it became very embarrassing, with a que of people. the cost the hotel charges, is ridiculous for the standard we had - Yes it has a lovely infinity pool - but there are far better hotels in singapore to use.",September 2022,4,1.0
Amazing experience!,"My sister and me have had a nice trip with an perfect experience in MBS. Hotel was very clean,beautiful. Staffs were very friendly. My room views city. It was very excellent. We will comeback here next time with our children. Thank you!",August 2022,1,5.0
Honeymoon,"Very pleasant visit, staff very friendly, very clean and luxurious, the surrounding sightseeing attractions are very entertaining. The security is exceptional and the guards are helpful when needed.Thank you Singapore for the experience. We will be back!",November 2022,2,5.0
Lovely stay,"This is my 3rd stay and it is lovely as always. This time though, really appreciated meeting Daniel from Premium services. He was extremely accommodating and patiently answered my questions, when others were too busy to even bother with me. Thank you Daniel, i will see you during my next visit at MBS!",September 2022,72,5.0
"Absolutely amazing, expensive but amazing","This hotel has been on my bucket list since watching a documentary  pre covid-19.It didn't disappoint and yes it is very expensive but for a 'Once in a lifetime' experience it's worth it.We had a city view deluxe room on the 46th floor and it was very special, the views over the fountains and city were mesmerising, could spend hours in there watching the world go by.The thing that makes this extra special is the infinity Pool on the 57th floor, WOW 👌 We visited every morning and evening for sunrise and sunset. As well as the infinity Pool there are hot tubs, loungers, couples seating and a couple of restaurants. Food and drink is also available, but be aware it is very expensive and you need to allow for taxes and 10% service charge go be added.We were given a complimentary upgrade. Room has very large and comfortable bed, sofa, table and chairs and a non alcoholic mini bar which is complementary.We could have stayed In the hotel and associated complex for our entire stay, 4 nightsVariety of places to eat ( and shop) from cheap food court to very expensive high class restaurants.Staff were top class, nothing too much trouble and so attentive and friendly.",November 2022,289,5.0
