Review Title,Review Text,Review Date
Lovely place to go whatever you plan to do!,"Whether it’s to soak up the Marina Bay cityscapes and the waterfront, shop the most expensive branded items Singapore has to offer, to visit art and science museum with young children, eat all the delicacies (at a marked up price) at Rasapura masters in B2 level Marina Bay Sands or to go up to the iconic Marina Bay Sands Hotel Skydeck for a stunning 360 view of Singapore, this is a must do.

I took the Taxi from airport (SGD 24) with my family to Marina Bay Sands, but you may chose to do the MRT. Food at the food court was fabulous. Don’t forget to try Chendol (a desert).

Wet to Art and Science Museum to see the Audi Exhibition. Others we did not fancy.
Shopped and walked the waterfront.

Went to sky deck. Fabulous views.

Then back to airport. Best way to spend a 10 hour transit.",Date of stay:
Great service and staffs! Room condition could be better,"The overall service was excellent!
We were able to get an early check in, which was more than we could ask for. As for room condition, the room that was assigned to us was in Tower 3, and wasn't in the best shape. I understand that the Tower 2 is under renovation or is renovated already. Hope that for our next visit we could also get a room that's gone under reservation. All the staffs were friendly, location was great. My parents loved the swimming pool. Thank you for the great experience and our check in staff Emilia for getting us into our room early :)

얼리체크인을 받을 수 있어 여행이 굉장히 편했습니다. 아침 일찍 도착해서 시간이 많이 뜰 수 있었는데, 덕분에 가족들과 굉장히 행복한 시간 보냈습니다.",Date of stay:
Bucket List,"The MBS was on our bucket list, so we took the plunge. Yeah the hotel is expensive but for us it was a once in a lifetime trip. Could have stayed at the fours seasons for less but it doesn't have a 57th flr infinity pool and the cool light show.

Booked a garden room view and we really enjoyed. Nice balcony and a great view of the skypark, and as a bonus a great view of the light show in the park. The room was nice with a huge TV led (70""). Bed was comfy and a practical layout, but nothing special. Minibar (non-alcoholic) was also included in our rate and was refreshed daily. Also, bottled water was provided daily - we got at least 6 bottles a day, and you could ask for more if needed.

Infinity pool was amazing, with a breathtaking view of the city during and day and night. Pool staff were super friendly and it was great that only hotel guests could use the pool. Having said that, the pool can get super busy so we decided to visit the pool first thing in the morning and end of the evening 9pm and it wasn't busy at all. Very nice !

We used the gym on the 55th floor - amazing views of the city. Lots of modern equipment and the use of a sauna, steamroll, and hot pool in the change room area.

We didn't dine at MBS, but instead wanted to try the Singapore street food, so a quick taxi to chinatown (Maxwell or Lau Pau Sat) with a huge selection of food. The mall in the foodcourt is very good too, if you want to eat in air conditioned comfort :). For us, the MBS was a super convenient location to explore Singapore.

If it's on your bucket list, just do it. We thoroughly enjoyed our stay at MBS.

Bonus: We were celebrating our anniversary and one evening, they provided us with a small box of chocolates and some delicious dessert.",Date of stay:
Not Worth It,"The only reason we spent $500 for a night was to go in the famous infinity pool. It was not worth it. The hotel has thousands of people in it, feels like you are in Los Vegas in one of the big gambling casinos. There is a food court that again, thousands of people, not just guests, go to eat. If I had not stayed here, I would have always wondered what it was like at the infinity pool. The room was average with a view of the gardens.",Date of stay:
Awesome,Wonderful hotel with amazing infinity pool friendly staff and great food. Breakfast buffet was perfect and multiple dining options available. View from our rooms on 35 floor was spectacular. Definitely reccommend both for business and with family.,Date of stay:
Overall a good experience,"This review is for Gelo from Spago. His service is fantastic. Always eager to help with great energy. Thank you, man!

The hotel is good. This was our second time here. There is a lot of scope for the staff in general to grow unless the management thinks the scyscraper can make up for it.",Date of stay:
Obnoxious,The architecture is astonishing however the obnoxious staff on more than one occasion make it an awful experience and very shocking. It appears that as the building is so iconic they feel they don't need to provide service. Hop over to Bali to understand and train in excellent customer service,Date of stay:
Not a bad hotel but not worth the price,"Honestly, I was kind of disappointed. The room was smaller than I expected, interior design feels like Hilton (and Hilton is probably half price).

One thing I particularly dislike is that the hair dryer can not be used in bathroom, only at the desk, cause the outlet in the bathroom does not fit (unless you're bringing your own hair dryer)

Not a bad hotel but not worth the price",Date of stay:
A good bartender at poolbar,"I like the service at swimming pool,Kathir the bartender at poolbar ,very friendly guy ,good making a drink , and give excellent service , very helpful person and treat guest nicely I'm happy to meet him there",Date of stay:
Poor reservation service ended costing us $$ and leaving us disappointed.,"We had a confirmed booking for two room interconnecting which we made by email about eight months prior to our stay. At the time of booking they said an email would be sent three days prior to our stay to make a booking for the roof top pool. We never received an email to make a pool booking so I called the hotel. Turns out they had no record of our booking. They then quoted two rooms (not connecting at a much higher rate than we had initially booked). After getting off the phone, I checked their website and a higher category of room was cheaper than what they have quoted. I asked them why this was and never received a response. I then cancelled the rooms they booked for me and rebooked the higher tier rooms which also included breakfast. When we arrived at the hotel I explained all of the above to the lady who checked us in. I asked why they wouldn't honour the original booking as was quoted. I ended up giving up as the level of compression was limited and when I asked to speak to a manager was told there were none available to talk to. The following day I went to reception to ask for a late check out. In our original booking we had been quoted a half day charge for a 6pm check out. I asked for the same. I was told we could have a late check out but would have to pay the full rate for another day. Confused I asked why and was told they were having a system shut down at 1pm and it was all they could offer. When we arrived they took full payment for the rooms ($2700)plus an extra $100 per room for sundries. When we went to check out my husband not realising I'd already been charged was charged a further $2500. When alerting the receptionist to this we were told the $2700 would be refunded but it could take up to three weeks!

The hotel rooms were nice. The pool was a one time experience which I'm glad to say we have ticked that box.

Would we stay here again? Hell no!",Date of stay:
Top of the world,"Oh boy - this is the one to beat . Now the only reason I gave this 4 out of 5 is that I was on level 6 and the view was non existent and have had better views in Skegness for a lot less money. The room was fantastic and everything clean as you’d expect although I did see a few hairs from the last guest under the loo seat. Having worked as a cleaner I tend to notice things . The rooftop experience was awesome and we seemed to strike lucky with not so many people so had one of the hot tubs to ourselves for ages and no end of choice on loungers.
All the staff were very professional and polite from door men to cleaners ,restaurant staff and reception . The views from the top were awesome as well as the infinity pool . You just have to stay here once in your life .",Date of stay:
Everything perfect,"This is my 4th time stayed at this hotel, everything perfect from the moment you enter, room are beautifully layout, slept well because bed and pillows are so comfortable , friendly staffs especially Daniel the restaurants manager so friend and helpful makes you feel so welcome. Will definitely be going back soon .",Date of stay:
"Our 2nd visit, this place never dissapoints! It is a special place.","What can I say that hasnt already been covered? Marina Bay Sands is simply an incredible destination and is now tradition for my wife and I to spend 1 night of our stay here when we travel to Singapore. Its Iconic and always special when you visit. There is nothing like it in the world.

Last time we had a city view, but this time we had a view of Gardens by the Bay with a balcony which i actually prefer, hundreds of ships to the horizon and good for plane watching too as they fly in to Changi airport.

The pool and skypark is the main attraction ofcourse, and its always spectacular. Poolside food and drink service with that incredible and unique vantage point never gets old.

My last comment is to address the negative comments about price, honestly i have no idea where that comes from, considering there are other top end hotels (Raffles and other big name hotels) that are just as expensive and 2-3x more expensive with rooms that arent as nice as Marina Bay Sands, but simply cannot compete with the experience of the infinity pool and skypark. All things considered I'd say the cost per night is great value for money.

We cant wait to come back next time we are in Singapore!",Date of stay:
Stunning hotel in a beautiful city,"The MBS is simply a stunning hotel. It has an excellent location, with views either towards the magnificent city skyline or the bay and the roof top pool is simply breathtaking. Our room was spacious and immaculate and faced the city skyline. Breakfasts were good but were located at the rooftop restaurant because of renovations, so it was a little hectic. The hotel sits next to the shopping mall complex so there is a wide selection of places to eat. However, there is a coffee shop on the ground floor which is excellent. The nightly light show in the gardens is absolutely stunning.",Date of stay:
5 stars experience !,"So nice !
We stay in this iconic hotel and we loved !

The experience of being in the pool and on the rooftop is spectacular, worth every euro!

During our stay there was a heavy rain with thunderstorm and we were evacuated from the swimming pool. Thanks to Moe - one of the responsible for the infinity pool - for all his care for our safety and for all his explanations.",Date of stay:
Visit to Marine bay area,"Lovely place to visit whilst in Singapore. We walked around the shopping mall and took a boat ride in the middle of the shopping centre on the bottom floor. We had some lunch followed by an indulgence of gelato.
Walked around the marine and visited the Merlin statue than stopped for a drink at one of the many bars. The views of the marina bay sands hotel are amazing. We than waiting for the light display in the evening, worth waiting around for. In all we spent around 6 hours here, but this could be done in 3.
You have the option of hiring bikes to go around the marine if you wish. We were lucky to have some great weather, but when its rains its torrential!.",Date of stay:
Exceptional Service,"Excellent service from checking in,no hustle and very fast as we receive as well an upgrade,thanks to Cheryl.Infinity pool is awesome.Kudos to this welcoming staff at pool,Jenny and Rina at entrance.HY by the towel service.We had dinner at Renku and ambiance was good with a live music that can relax.Thanks to the friendly service of AJ,Shiela,Hazel,James,Zack and their manager Raja..Spago breakfast was superb..Food was delicious.Thank you to the service provided by these staff,Manager Mira,service by Mark,Anil,Juan,Nelo,Gelo are very excellent,they are all taking care of us,Carmen as hostess as well.We will definitely comeback again for this amazing service of the MBS staff.",Date of stay:
A Staycation with the Sands family.,From the time we stepped into the sands lounge to the point of checking out. Our experience was excellent. We had the opportunity to utilise the club55 lounge and the service and attention shown was very personal. Ordering in room dinning was a pleasure too with food arriving in neatly storage larders. And the attentiveness of the staff ensured that nothing was left to chance. Having our breakfast at the Rise restaurant was also left with fond memories and pleasant experiences. With Your staff Paula ensuring that a simple order of orange Juice was not left to chance but she personally handled the order and took the trouble to locate me amidst the buffet area to assure me that my order had been placed and was on its way. Our experience in the infinite pool was also greeted with staff that were polite and life guard Ryan helping my children find their way to the family pool and helping us to have fond memories.,Date of stay:
Stayed for two nights. The hotel is way overpriced. The only advantage that you have being a hotel guest is access to the swimm,"The hotel is way overpriced. There are far better hotels at lower prices. The only advantage of Marina Sands is the swimming pool access. But even if you are not a hotel guest, you can still be on top of the hotel visiting one of the restaurants. We booked two nights for my wife's birthday, and despite the fact that I had it specifically mentioned in the reservation, there was nothing birthday related in our room. I had to call them, and then we got a piece of cake with a candle. If you decide to stay at the hotel, don't book breakfast because they don't have the capacity to cover all their guests. If you still decide to book a breakfast, make sure you show before 09:00 or, you will wait least 30 minutes on a line, and still you not guaranteed that you will be seated. Talking about Spago, the queue at the Rise restaurant was even bigger. Most of the staff are overworked and not very polite. The hotel is too big and definitely not worth the money for the quality of service that they offer. Before moving to that one, we stayed 5 nights at Conrad Centenial, and we regretted that we booked the Marina Sands.",Date of stay:
Long checkin wait,"Slowest checkin process I have seen for a large hotel. Allow yourself 1 hour for checkin, definitely more on holidays and weekends. Hotel itself is average and is showing its age. Each person checkin is about 10-20 mins for some unknown reason",Date of stay:
Stay at Marina Bay Sands,"First time at Marina Bay Sands.

I wanted to stay someone nice and also was attracted to the swimming pool.

The rooms were clean. I had a nice view of the Gardens By the Bay.

We got there early and was provided early check in. Our departure flight was late and we got a late check out on one room. This was a good help as we have a baby with us.

The staff were so good and friendly - door staff, Check In, Luggage and Concierge.

I didn't find the staff at the Rise reception very friendly - they hardly even said Good morning.

Hotel is close to the Airport and many attractions. Also close to Gardens By the Bay.

The Breakfast was good at Rise, but average at Spago.

The Pool was fun.",Date of stay:
Great staff and amazing views and pool......thats about it,"We had an enjoyable stay in March, but I doubt we will stay again. Dont get me wrong, the hotel is amazing, all the staff we dealt with were great, and the views from the higher rooms are wonderful. The pool was incredible but quite full, and no umbrellas by the sun loungers, so get very hot, very quickly. We had to leave early for a flight, so we didnt stay for breakfast.
We also stayed at The Clan hotel in Singapore as well, and I can honestly say, I enjoyed my stay there more than MBS.
The Clan had everything MBS had, at one third of the price, and without the crowds.",Date of stay:
Nice and kind staff at MBS gift shop hotel !,Nice and kind staff at Giftshop hotel especially Chris for her friendly and welcoming assistance! She was able to help and assist in last minute request.They even provided a complimentary ice cream for my birthday.Thanks a lot.I will come again for sure! Thank you Chris for the patient and kind assistance!,Date of stay:
Worth the stay !,"This is not just a hotel, Marina Bay is an experience that must be done at least once . The pool area, is like no other, the room decor is phenomenal and felt like home, the vibe is energizing, you can party all night in the lounge /casino or just relax by the infinity pool on the 57th floor til 11pm overlooking the city . The Marina shoppes has high end shopping and a food court with delicious food choices at affordable prices. Staff is friendly and helpful.",Date of stay:
Our favorite hotel experience,"We were lucky enough to have a premier suite experience as our anniversary. It was a fantastic room with a beautiful view to the gardens by the bay. The view from the infinity pool was also immaculate! We used a ton of different amenities, but the gym, sauna, steam room, and hot tub was one of our favorites.

During check in, we met our new favorite staff member of any hotel. Jerry, who worked at the Sands Lounge, was very informative and knowledgeable of everything we asked him. He was so kind and patient with us. He made sure we had a smooth and welcoming check in, directed us on how to get to our room, and made sure to let us know we could call if we had any additional questions. Our trip in Singapore definitely was elevated because of him! If you’re lucky enough to meet him, you’ll be in really good hands.

Overall, the hotel was a blast. Every other staff member we met was really friendly.",Date of stay:
Great stay with great views of the city,Very cool hotel in the heart of Singapore. We stayed three nights with our family and had a great time. Especially liked the location near the gardens and all the shopping. The rooms could be a little bigger and more appointed for the price but ton of dining options. The pool is incredible but the experience kind of gets ruined by all the instagram/influencer wannabes. For the love of God put your phone down and enjoy the view!,Date of stay:
The best stay!,"My partner and I stayed for 1 night at the end of March and we had the best time. We chose to stay here because of the infinity pool but everything was incredible. We were given a room on the 50th floor which had a great view of the city.

The room, pool and service were all perfect and we couldn’t have been happier with our stay.

A specific thank you to Wangelin who approached us prior to our stay as we had some questions about the pool and to Rosie from the Premium Services team who was fantastic.

We very much hope to stay again in the future!",Date of stay:
Exceptional and Wonderful experience.,"I can’t begin to explain how happy I am with this place! This is such a great experience where my husband and I celebrated our wedding anniversary. The room is so huge and clean. No mess or dirt can be seen.

What makes this place more special is when we swim in the infinity pool. Nothing can beat the beautiful sceneries here. I would like to thank the pool team staffs Christy (morning time) Maricon and Reg (evening time) who made us feel so comfortable and safe during our stay in the pool area especially with my 35weeks pregnancy bump. Their service was impeccable, the energy of the atmosphere was great. Thank you guys.

Always, and i mean ALWAYS, an exceptional experience. Thank you.",Date of stay:
Amazing hotel & Spectacular views,"Wow! The Marina Bay Sands is an amazing hotel, we were greeted by someone very friendly and chatty at the door who took our luggage and took us inside, I had previously signed up to the marina bay sands rewards scheme so I went to get my card (the desk is opposite check in at tower 1) whilst my partner stood in the queue to check in to our room, there was a bit of a queue but all in all check in went very smoothly and quickly, I had filled in a form via email with some check in details which I think made things go quicker. There was also a man giving out bottles of water while we were in the queue, the staff were lovely and made us feel so welcome.
We checked in at Tower 1 (There is also a check in at Tower 3 but it closes at 5pm ) Our room was in Tower 3 floor 45 room 4519, we stayed 3 nights and we had a Deluxe King Harbour View room, which faces the sea and also faces gardens by the bay and the view was spectacular!! You have to see the view to believe it and at night time it’s even better, our room was also a sunrise view room, we ordered breakfast room service to be delivered at 7.30am and was delivered on time. Breakfast was delivered and set up on a table for us and was so lovely to watch sunrise whilst eating breakfast, we didn’t eat breakfast at the restaurant as our room was booked without and to add buffet breakfast was $61 or $53 to prebook, I should mention breakfast is till 11am for room service and you have the option to order individual items which is cheaper than the Buffet Breakfast, mind you there are plenty of places to eat breakfast in the centre or at the hawker market which is nearby.
Considering how big the hotel is the staff were so lovely and friendly and make you feel so welcome, there is even a place to get an umbrella in case it rains. The Infinity Pool was amazing and mesmerising, let me tell you it’s definitely worth a stay at this amazing hotel, yes it’s busy and sometimes you get lost with the excitement but it’s worth every penny, the building and the views in this hotel are spectacular, the room was comfortable with a shower and everything included, robes slippers coffee tea and coffee machine, bathroom amenities by Roberto Cavali, everything you could need, water was given to us for free also.
We had lunch at the pool which also has waiter service and the prices were reasonable.
We even ate at Lavo restaurant which was so delicious. Staying at this hotel is an experience you will never forget.
I really enjoyed my stay here at the MBS and I will definitely return next time I go to Singapore 100%. If you are considering a stay here do it! You won’t regret it.",Date of stay:
Lifeguard Kelvin,"I would like to mention a lifeguard name Kelvin.

he is helpful and friendly. he will make extra effort to give us a great recommendations where to visit in singapore attractions and best deal food in residential and cbd area!

Thank you Singapore!",Date of stay:
A stunning hotel,"Breathtaking hotel in every sense - the lobby and surrounding attractions are incredible. You need to book a time slot for check-in and even the pool but you can stay all day. I paid extra for a room with a view but strangely the view is partially obscured with an outside horizontal pillar. Worth a stay, even if for only a night. Next door to Gadens By The Bay and you can watch the show from the pool roof top too. The infinity pool with a view is amazing and they serve free ice creams and drinks.",Date of stay:
REALITYY AS A DREAM,"Nothing can be better than the experience you will have at Marina Sand bays hotel.

From the moment you go out if the international terminal at your arrival to Singapore until your departure , the service, attention, friendly behaviour, arrangements feel you to consider yourself in a dream.

Special thank to the representatives of Premium Services namely to Mr Daniel Tuang and his assistant Aurora Grace.

You have to live this experience to understand
Its difference",Date of stay:
Dream Christmas Vacation in Singapore,"We finally made it! We stayed at the one of the most famous and luxury destination and the world’s largest rooftop infinity pool with unparalleled view of the city! We are very happy with our experience during our stay. Its a bit pricey but the service and hospitality is amazing!

Our trip to Singapore is not complete without staying in this extravagant top class hotel. Thank you, Marina Bay Sands!",Date of stay:
A dream fulfilled,"I have been wanting to stay at this hotel ever since it opened back in 2012 and am still in awe that I have seen and stayed at this magnificent structure.

The hotel staff are extremely nice and friendly. Although it took a considerable amount to check in (my poor 10 year old had motion sickness from the flight was nauseous). Simply exchange money took 5-10 minutes with all of these antiquated forms the staff needed to complete.

Upon check-in to the room ......wow! The room was amazing and the views of the city were stunning. The room was much larger than I expected and the staff was nice to add a rollaway bed.

The breakfast at Spago was so-so.

At 8am, we already made our way to the pool before the rush. Early morning, there aren't a lot of people. I made it there before my family got ready and got stunning pictures. The staff were so friendly, especially KJ who took plenty of pics of me and said his job is to make us happy. he sure made us happy and memories for life.

The water was a bit cold at that hour, but the views were unparalleled and some of the best in the world. We still couldn't believe we were staying at the Marina Bay Sands resort. We cherished every moment.

The smiles on all of the workers faces really made us feel good. They went above the call of duty to make us feel good.

We only spent two nights here and the following day, our flight was early before breakfast would open. The hotel organized room service for us with so many items that I lost count and didn't charge us extra for it. It's little touches like this that made our experience such a delightful one.

I dreamed of this place for over a decade and it lives up the expectations! We made memories for life!",Date of stay:
Fabulous birthday celebrations,"It has always been a dream to stay at Marina Bay Sands, and for my husbands birthday we stayed in a Garden view room on floor 30. The room is modern, spacious and very clean with the largest TV, I have ever seen in a hotel room. But this room is all about the view. You can see the Singapore flyer to the left, all the ships out at sea, right around to the cruise ship port. Then right in front of you is the beautiful Gardens by the Bay, which are stunning by day and night.
The shops and the restaurants are wonderful. We had the best Italian meal ever at Lavo
(Also reviewed) which is on the top of the building. Stunning views of the city and the light show below.
Then there is the pool. You have to be staying at the hotel to use the pool and with 2,561 rooms with let’s say 2 per room, around 5,000 potential users, sounds impossible. The pool is 142 meters long, the longest infinity pool in the world. It opens 6am to 11pm. (no need to book) It has an adults only section and family section. We visited the pool at night 9-11 and during the day 3-5. It never once felt too busy or over crowded, in fact it had a lovely relaxing atmosphere.
But it is the people who work at this hotel that make the stay extra special. Everyone is friendly and happy to help make your visit the best experience for you.",Date of stay:
Incredible honeymoon stay,Stayed here for the first leg of our honeymoon. This hotel really is spectacular and worth every penny. We were very kindly upgraded to a suite on the 53rd floor which was super appreciated. The view was phenomenal and the room was bigger than our house! The room was always kept clean and had all the facilities and amenities we needed. We enjoyed the pool and used it a couple of times to see the view at nighttime and during the day. Would always now stay at this hotel when visiting Singapore.,Date of stay:
Hugely disappointing,"The hotel itself is so vast it feels like a shopping centre.
Rooms are average, a similar level to the Fullerton and Park Royale, despite the latter two being a fraction of the price. My room was a lower level so I view (and noise) from the road both sides.
Room service is crazily overpriced.
Incredibly inflexible over later checkouts.
Only reason it doesn’t get 1 star is because of the impressive pool.",Date of stay:
An outstanding world class experience,"An outstanding experience from the moment we stepped off the plane - hotel staff were there to greet us, navigate us through immigration and to our hotel car. The Premium team made our check in, and day to day activities seamless. The Club 55 breakfast & cocktails were excellent, the staff were the best hotel staff we have experienced and are to be congratulated. The hotel design and presentation was superb. Every little detail was considered and executed to perfection.",Date of stay:
Memorable Short Stay,"As per usual the stay was memorable. The news room was very nice and all staff super friendly.

A big shout out to premium services. They were very attentive to our every need, especially Mark.

Thanks MBS",Date of stay:
Top notch hotel,"The hotel room was clean and the stay was great. All the staffs were so friendly. However, it would be better if the kids pool could be heated as it was too cold for kids. The toilet could be improved to be installed with bidet spray and shower head.",Date of stay:
Service Attitude and Car Park,"Very bad services rendered. When you see the smartly uniformed security officers, when you approach them, the pretend not to see you and walk away. Furthermore car park facilities also poor,always full.",Date of stay:
A+ stay,"Good stay overall
King superior suite was excellent in tower 1
Infinity pool is one of the best I have seen
Brilliant views from all angles
Check in process a little slow and clunky
Breakfast not included even at high room rate, this is poor
Garden by the bay are a must visit.",Date of stay:
Amazing,"Expensive but worth it. All views are spectacular. Gym is great. Rooftop pool overlooking the city is a must see. Spacious rooms with a minibar. If you can get the money together, it is absolutely worth a one night stay in this place. It is unforgettable.",Date of stay:
The most overrated hotel experience?,"Marina Bay Sands is definitely a bucketlist destination but having stayed there once we would never head back.

Don’t get me wrong the building is impressive, views breathtaking, the room was magnificent and the SkyPool is an amazing engineering feat. I found the staff hugely attentive and very friendly, but it was the frictions and irritations along the journey that soured the experience.

From a slow, we’d say painful check in, to long queues for well just about everything (pool lounge, breakfast table, etc.) and so overpriced. We had a spa experience in the Banyan Tree which was nice but not worth the price tag attached.

The one standout experience for me was aBirthday Dinner at LAVO. The food was great, the service excellent, cocktails expertly mixed and a complimentary birthday dessert a very thoughtful touch.

It is curious that it looks like a ship atop the towers as the experience really reminded me of being on a budget cruise. Maybe scheduled breakfast slots, staggered check in and and lower costs of food and drinks might make the experience more enjoyable.

Anyway been there done that, but not again at that price!",Date of stay:
Lifetime experience.,It was an experience swimming atop Marina Bay rooftop pool overlooking Singapore. The food multi cuisine was truly an experience by itself. The people were very friendly and very accommodating. It is one of the cleanest city in the world.,Date of stay:
Unforgettable birthday weekend!,"I booked the High Life package as a gift for my husband’s 30th birthday. Before booking I had a lot of questions which the members of staff at MBS were more than happy to help me with. After an initial conversation, I decided it would be the perfect way to celebrate his birthday. I was given lots of birthday options for how the room could be decorated. This whole process was seamless.

A few days before our stay, Mark reached out to me to help with any reservations I wanted to make and to ask if there’s anything else the team could do to make our stay special.

The pick up service was very punctual and our journey to the hotel was super comfortable - a great way to begin our stay! Mark greeted us at the car door and talked us through the hotel, the restaurants, timings and escorted us to our room.

The room was incredible! Immaculate - with views of Gardens by the Bay, the Supertrees as well as the city. Mark and his team had left a handwritten birthday message and cake (which was absolutely delicious) for my husband. Needless to say, my husband was very surprised! Mark gave us a tour of the room and then left us to get settled in.

During our stay, Mark checked in on us several times to ensure we were having the best experience. He responded to any messages or questions I had within minutes.

My husband definitely had the best weekend celebrating. His review for the hotel and the team is below:
Thank you everyone at MBS for an incredible birthday weekend. The service provided by Mark and his team was unlike anything we’ve ever experienced elsewhere. We were picked up in a car from our accommodation and taken to the hotel, here we were greeted by Mark and Rosie and welcomed into the hotel. We were taken directly to our room to be shown around. The room itself was amazing, the best hotel room we have ever stayed in and would definitely recommend to anyone. Mark and team were so kind, they set up happy birthday balloons in our bedroom, provided a cake as well as a hand written message wishing me happy birthday and a wonderful weekend. It was truly an unforgettable weekend, the hotel itself is well worth the money and we loved every minute of our weekend there. The highlights being the view from our room, the infinity pool, the restaurants, the spa and the surrounding Marina Bay area.
Thanks again to everyone at MBS for making my birthday weekend one I will never forget!",Date of stay:
Best hotel in the world,"Absolutely phenomenal hotel in every sense. We stayed as part of our Honeymoon, and the staff could not do more for us! Beautiful room with a super comfy bed, we had an amazing view of the Gardens by the Bay. The Infinity pool was really the star of the show, we loved every minute of this stay. Would highly highly recommend",Date of stay:
MBS is the epitome of a true 5-Star hotel!,"MBS is indeed topnotch all the way! A five-star rating is an under-statement. Their attention to detail and responsiveness to customers are beyond expectation. The Premier suite is worth every penny. The suite is the definition of luxury and elegance. I usually carry my own hair dryer every time I travel. But this time I did not have to use it because MBS Premier Suite has the dyson hair dryer. From the amenities, toiletries, robes, slippers, beddings - everything is topnotch! But what impressed me the most is their excellent customer service. Shoutout to Mark! He was there during our check-in and he was also there to bid us goodbye when we left and made sure that our stay was as comfortable as possible. He booked our transportation; followed up on everything we need. He is a real gem! Thank you Mark and to all the staff at MBS, you guys made our stay most memorable and satisfying. It was an experience we will always treasure.",Date of stay:
Amazing time at Marina Bay Sands,We had 3 wonderful nights at MBS it is an amazing iconic hotel. We stayed in the Orchid suite on 53rd floor the views over the gardens by bay out to sea was superb. Our stay was made even better by the Premium Services Care Executive Mark who was extremely helpful and there in an instant if anything was needed a real asset to the establishment. We also had wonderful waiter Alvin in club 55 hope all goes well with birth of your 2nd child. In the Spargo bar/resterant which has the best bar views in world when looking over the infinity pool as darkness falls on Singapore skyline. We where cared for by manageress Ghigie and her wonderful staff especially Riza so bubbly she was infectious you just had to smilr. I had to mention these staff as they were exceptional but the whole team are so good all made us welcome and our stay memorable. I feel quality of staff that spend time with customers make the holiday complete. We will be back,Date of stay:
A stay at the orchid suite,"Check-in at vip was fast even though we were early. Offered later checkout and they booked transportation to the airport at the check-in. Got some complementary coffee and coke while waiting (though added on the bill later on). Really nice big room even if its getting old. Wished a high floor and got 54. Amazing city view from the room. Great service and staff at club 55 that were very friendly when arriving. And free ameneties is always nice with mini-bar included. Cleaning staff didnt know english, so hard to explain, and room service dropped bread on floor and left pieces which when we noticed didnt get cleaned so we had to pick it up from the carpet. Great laundry service. Pool amazing, unfortunately rather bad weather the 4 days we stayed.
Its a bit pricey for the orchid suite but love to visit again.
Close to MRT station and some of the more famous attractions and food centre close by if too expensive.",Date of stay:
Best hotel and service ever,"Simply amazing stay at truly the best hotel I’ve ever stayed at. From the super friendly staff to the amazing food amenities and of course “that pool” , it was truly a magical stay. We received an upgraded room without even asking and felt like celebrities 😂😂",Date of stay:
Worth EVERY penny!!!!!!!!! 5 Stars!!!!!!,"What better way to spend my 50th birthday than at the iconic Marina Bay Sands! It was soooo worth the 17 hr flight from San Francisco to get here! We were greeted warmly by the staff and instantly felt their excitement for our stay. The room was worth every penny spent! The room was warm and inviting- with top of the line amenities! Nespresso coffee, upscale snacks, and best of all…. An automated toilet complete with bidet and heated seat!!!!!!! (My husband’s favorite part of the room! 😂) The pool is incredible and needs a review of its own!!!!!! If you’re willing to splurge on yourself…. The Marina Bay Sands will not disappoint!!!!! 5 stars from me and my husband and we will definitely return for future celebrations!!!!!!",Date of stay:
Luxury,"Luxos hotel with a beautiful view of the business center and gardens by the bay. Hotel restaurants at a very high level. A week is not enough to try everything;) The view from the infinity pool unforgettable. Highly recommend, especially the rooms above the 40th floor.",Date of stay:
Out expectations were not met - but service top notch. A little style over substance.,"Where to begin... Our sons (now 11 and 8) chose this hotel as their post COVID holiday after watching the BBC Race Across the World programme. All they wanted was the infinity pool - and that didn't disappoint (although why is is not heated??!). We went straight off the back of 7 nights at an amazing 5* hotel in Thailand and this was pipped to the the highlight of our stay. However we left feeling a little disappointed.

Pre arrival communication excellent and helped me arrange treats for my husband's birthday. We were apprehensive about the check in process after friends and colleagues stating how long it took, however they took one look at my husband on crutches with a broken leg, and whisked us into the guest lounge, which while took an age to check in (40 mins), we were sat down with coffee and the kids with lollies and drinks, which was very much welcomed.

We were in a Deluxe King Sky View as it had a sofa bed for the kids, and the room was HUGE with the most amazing views. However the room itself was very basic. We likened it to a Premier Inn (UK based will know what that comparison means). It was a little dated but functional The biggest letdown was the sofa bed. It was the cheapest, most uncomfortable bed we've come across in all our years of travelling (and we travel a lot). The mattress was about 5-7cm deep and the kids could feel every spring as they sat on the bed and rolled over. We had to ask for an extra duvet just for them to lie on so they could sleep. Not acceptable in a 5* hotel.

But our biggest issue was the SMELL. The smell as you walked through reception as divine but our floor, despite being non smoking, stunk like a working mens club from the 1980s. Each time we opened our door or stepped out of the lift, the smell of smoke hit you and we were on a no smoking floor. Why hotels in this day and age allow smoking I don't know, but it was vile.

On the plus side, the service was superb. From the reception staff to the roof top bars, you were always greeted with a smile and a welcome. Everyone went out of their way to help you. We didn't have a great experience in the Rise buffet (see separate review) but loved the ability to come out of your room and be in the mall within 5 mins.

A big shout out to the lifeguard on the roof terrace (forgotten his name but used to work on the cruise ships out of Southampton, UK) - he was a delight to talk to and cheered us up each morning we went for a swim.

Would we return? No, I think we'd head to the Fullerton or Raffles this time.",Date of stay:
