Review Title,Review Text,Date of Stay,Author Contribution,Rating
Staycation - Dec 2021,"Had one night stay with my familyGREAT , AMAZING VIEWS from our roomsLuckily we were allocated on 40th floor.But otherwise, breakfast choices were limited - especially for vegetariansStaff service quality was good, but i understand its holiday season - lots of families were having staycation at same timeSadly unable to book for infinity poolHopefully they will send us email to book for gym/infinity pool like 2 days earlier, so we can book earlier tooManaged to take some photos - posted on my instagram : ig - @naughtynareshy",December 2021,50,4.0
Nice room the view is excellent!,"My son really love the infinity pooh on top of the hotel the lifeguard was very helpful ""thank you Kelvin :) "" ! I love the in room breakfast on bed ! The bed is very comfortable to sleep in the bathroom is huge with bathtub !",January 2022,5,5.0
"Best service staff, well worth it to pay for the Orchid Suite!","The Premium Guest services were excellent, top notch attentiveness from Dyana and Jerry from check-in, explanation, help with swimming pool booking till check-out. It has been the most memorable staycation for my daughter, also a great place for our advance wedding anniversary celebration.They have fabulous food from Club55, Spago, Rise, Renku and in-room dining. Every detail is just so well thought of, staff are customer oriented. I am very impressed and will definitely return to stay if I’m back in Singapore. Even the lifeguard Ryan was so proactive to help us take family photos. If there is a slight improvement needed, it would be Stella from the infinity pool service team, she could have been more polite to ask and check with her other colleagues instead of brushing us aside when we said we did not receive the QR code for the swimming pool booking. Overall, it is still a 5 star rating.",January 2022,62,5.0
An iconic building with the best views in Singapore,"Marina Bay Sands is an iconic building with the best views in Singapore, overlooking the skyline and Gardens by the Bay.The hotel is well know for the more than spectacular ininity pool on the 57th floor with super views of Singapore. In this hotel you find everything you need, many great options for dining and drinking. My favorite is the Sunday brunch at Lavo. Wow it is good!The staff is talanted and very well trained. The quality of service was excellent. Special thanks to Mustika in the reception lounge who made my stay more than wonderful!Marina Bay surprised me in very good way, You will find more than just spectacular views. It is really a destination on its own with restaurants, shopping and also within walking distance to all attractions in the city.  I highly recommend Marina Bay Sands.",January 2022,15,5.0
A great family staycation! We made the right choice!,"It was a delighted experience staying at MBS. From checked in all the way to departure, they never disappoint you. The smiles on all the staff just melt your heart, they simply blew you away. To mention a few whom made the impression - Caine from Reception, Adil from Skypark, Housekeeping team who keeps the hotel so clean, despite the hard work, the smiles and greetings from them along the corridor just made you feel welcome!Well done MBS team and kudos to all! We will definitely be back!",January 2022,6,5.0
Fantastic!,"My friend and I had booked a stay at MBS during November (Covid SSM still in place). Shirley checked us in on the desk and organised a special room for us. We were taken to our room - the veiw across the city was brilliant. The room was tidy and clean. The bathroom and bath tub were excellent. We booked a pool slot for the day time and lifeguard Moe was very friendly and helpful. We were able to book an evening slot for the pool too (really recommend doing this if you can) and Leo was the pool attendant at night. Again very helpful and friendly. Other mentions for excellent staff: Kate and Camille and Zack. Overall, a brilliant stay with excellent staff. Thank you!",November 2021,8,5.0
Special views at special prices,"We went for a 2 hour evening session at the bar by the swimming pool. We had fantastic views of the city and bay as the day turned to night.We had a few drinks and nibbles. It was all lovely, but as you would expect it comes at an eye-watering cost.As usual with Singapore there were stringent covid rules.",November 2021,412,4.0
Service over & above the rest!,"I am writing this mail to compliment the amazing set of crew at the infinity pool. The service rendered to me was out of this world. I would like to particularly compliment LIFEGUARD KELVIN for providing service over and above the rest. He was extremely helpful and had a lot of initiative. He continuously kept checking on all of the hotel guests’ safety & comfort. Staff like him should be recognized rendering such top quality service from his heart. He took pride in his work. He is definitely an asset to the company. Thanks to this wonderful set of crew, I truly enjoyed my experience with your hotel and am definitely coming back and sharing my experience on all social media platforms. Once again, thank you Marina Bay Sands (Infinity pool team) for the memorable experience. Yours truly,Taz Angullia",January 2022,23,5.0
Fantastic experience! Highly recommended!,"This was our second stay in MBS, however, I couldn't post a review previously as we had to cut our stay short due to my baby falling sick.This time, we had a staycation for 4D3N during CNY2022 and it's lovely experience.The moment you enter hotel premises, you're made to feel why MBS is worth the hype and more!Check-in process was smooth despite the large crowd & the staff members ensured everyone is well attended to. We proceeded to our room and the luggage arrived soon after.Room size was good enough. Very clean and pleasant with a beautiful view from the balcony. All the amenities are high quality and well maintained. Loved the bathroom :)Services are pretty quick and the concierge/room service respond to calls in almost no time. Very impressive, considering the hotel was almost full capacity.I was overjoyed to see plenty of options in breakfast for my dietary requirements (vegetarian, allergic to eggs) and they're delicious! The breakfast place is very well maintained with nice & warm staffs. They're very helpful in adjusting to my baby's mood who went bit noisy & started dropping cutlery at one point. Thanks for that and apologies for the inconvenience.In-room dining service is bit expensive but quality is good with adequate portions. They serve within the stipulated time. No delays. We also explored the infinity pool and observation deck, and both are totally worth the praise. We've been to observation deck couple of times earlier as well, however, infinity pool was just second time as it's limited only for hotel guests.We can't wait enough to book another staycation with MBS as it never ceases to amaze us with its grandeur and services which is world class.Kudos to the team! You're doing a wonderful job!!",January 2022,97,5.0
Heavenly Stay at the Top,"Despite the size and scale of its operations, I never had to wait in line or queue for very long. I guess having been in operation since 2010 has allowed for improvements over the years. The check-in process was a breeze, and I was only at the front desk for less than 7 minutes when I was handed my key; and off I went. Being an avid cyclist, the fact that I could store my bicycle was a definite plus!What struck me the most as I entered the room was the enormity of it. The hotel did not stinge on space for their rooms. My room was well maintained, with guest amenities aplenty. I would have liked for a bottle of mouthwash though, and one or two of the electrical sockets did not seem to work well. I had to press down my phone changer plug to get it connected. But these were minor issues and I did not let them ruin my stay. The chatbot was a great help attending to my enquiries, especially with the booking of the pool slots and the numerous dining options.",April 2022,756,5.0
"MBS a ""must stay"" destination","Our 20th yr. anniversary, we wanted to ""go big"" and chose Dubai and Singapore to stay. Both places were great, but MBS outshined everything we hoped for. from the staff to the amenities everything was top notched. City was clean and healthy, as was the hotel. The view from the ""Worlds highest infinity pool"" was to die for. It was breathtaking to walk out and see the city down below. The botanical gardens display was great.",April 2022,1,5.0
Marina Bay Pre-Departure Testing,Do not go there for pre-departure test if you want to avoid headache stress and hassle. better queue at GP or elsewhere will be worth the trip as this mini booth at convention center for pre-departure test will anyway keep you waiting too long and get the info on your documents wrong,April 2022,1,1.0
"Comment as promised, fr. Bere to Moe","Stayed one night in the Marina Bay Sands Hotel, room was amazing: spacious, clean, comfortable bed and huge bathtub. As I booked at the counter and mentioned that I would leave early in the morning, they gave me a room at the upper level, with beautiful view. Of course I went to the infinity pool; as it was early in the morning, there were few people and I could enjoy the pool and also meet Mr. Moe, with who I shared interesting conversation about Singapore and traveling the world. Breakfast at the Spago was delicious, I recommend Asian food.",April 2022,1,4.0
Worst hotel I've been to,"You pay £300 night your only aloud to use the pool 1 hour a day, no one before booking has told us this absolutely shocking, there are that many covid restrictions to walk around you end walking an extra 30min just to get to places",April 2022,2,1.0
Very good service received at Giftshop,I am very grateful to Chris who has been very friendly and helpful. We have been to MBS multiple times and she alway make us feel very welcome when visiting Giftshop at tower 2. Thank you so much for being patience and for recommending the best gift from the shop. She has the greatest personality and most knowledgeable staff around. We will be back soon!,April 2022,1,5.0
Wonderful staycation,We just had a staycation in your hotel from 7th to 9th April.Had a wonderful experience with the excellent service of Mr Moe at the hotel pool. Mr Moe patiently shared with us the hotel's facilities  & great ideas abt how to enhance our staycation. Thanks Mr Moe for your kindness and awesome service!Landy & Sandy,April 2022,1,5.0
Great Staff...Must Visit Mr. Moe at The Pool,"As a solo traveler visiting Singapore for the first time I must say my MBS experience was its amazing.  The Room and the surrounding views are 2nd to none and the staff were great; in particular lifeguard Mr. Moe.  Moe is ""True Service"",  someone who deeply cares about other peoples experiences, someone whos kindness shows in everything he does.  Moe always made sure I was taken care of, be it by the pool or with his advise on sites to see while in Singapore.  It is rear to find such joy in a human for making others joyous and comfortable...that's Moe.  Thanks Moe, your kindness will not be forgotten, you are a ""True Soul"".",April 2022,1,5.0
"Moe, the heart of MBS","I always wanted to visit Singapore and stay at this hotel and it did not disappoint. Room and views were amazing and the staff were all wonderful.Special thanks to Moe, the lifeguard and heart of the MSB, who made our last day one to remember Moe sets the bar for service and makes the MSB stand out in a unique way 🌸🙌",April 2022,1,5.0
Ok bang for big buck!,"As expected everything about marina bay sands is grand including its prices! Considering the high price you pay to stay there, customer service is patchy and inconsistent (from very good service most of the time to less than mediocre service some of the time). Security in accessing the Casino is more heightened (a little overkill) than immigration security at the airport! The infinity pool was nice and free ice cream was a plus (despite the pool being crowded due to school holidays). The free light show at the marina was spectacular (truly immersive and breathtaking). The floating apple store nearby was fun. If you can stay there without breaking the bank it’s worth it. The hotel room was nicely stocked and comfortable!",June 2022,6,4.0
Amazing,"Amazing!!  There is not a thing out of place at this hotel!  Staff throughout were attentive and extremely helpful.  At the front desk we missed our appointed check in time, but we’re ushered through to check in anyway at the front desk.  The lady there was very helpful and took us through all the perks/features of the hotel.  Make sure you sign up for the MBS rewards card before you go so you can get the points.  Make sure you scan it everytime you go shopping or dine in.  The rewards are well worth it.  At the Infinity Pool we had Moe play photographer (his one of the many lifesavers). Then throughout the day they hand out free ice creams and juices.  I love that there is a adults only section of the infinity pool.  Plenty of staff on offer if you wish to purchase food or drinks.   Only down side is that the bar/food closes early.  But you can access the pool until later.  Housekeeping are amazing!  Leaving little treats for us throughout our week long stay.  Staying here was definitely an experience that I fully appreciated and will never forget.",June 2022,52,5.0
An experience to remember!,"If this is your first time to Singapore, staying here is a must. It is expensive but it’s worth the money. If you want to save money, go through Booking.com, but the rooms you’ll get will be the lower floors and least desirable. If you book directly with the hotel, you may get the better rooms. I would double check both sites first to compare the rates before you book.Now, let’s talk about the hotel. It’s iconic and the most beautiful hotel in the city. The location is unbeatable. You can literally spend a week there if you could afford it. There’s three main towers connected by a long lobby on the bottom and the infinity pool on top. You have to be a guest in order to use the infinity pool.  The hotel is connected by two underground walkways to a shopping complex that has many stores, a food court, restaurants, theater, art museum and casino. The casino has no entrance fee if you’re a visitor so you need to present a passport. To discourage locals from gambling, they charge $150 entrance fee for locals.The entire is part of the Marina Bay Sands. It’s huge! The food court has very good food. Think of it as a food stand except it’s a lot cleaner. The price is also a bit more expensive compared to the food hawker center in the city. There’s high end restaurants in here as well. Expect to pay over $150 per person for dinner. The location is unbeatable. You can walk across a bridge to get to Garden by the Bay. Early in the morning when it’s less hot and humid, you can walk around the bay to the Fullerton Hotel.The rooms are nice and the service is impeccable. Our room was serviced twice a day. They even offer free water bottles. Everything is so clean and the people are super nice! The best part is not just the pool, but the experience of staying there. The vibe is up eating and you can just feel like you’re in the moment by staying here. I would definitely come back here again.We did have an issue with our check in but I won’t lower the ratings because that would not be fair. We had 2 rooms near each other on the fifth floor for an early check in at around 9:45am. We were told that we can wait until a higher level is available for 2 rooms. They said they can’t say what level, but it would be higher than the fifth floor. Would you be tempted by this offer? Well, our temptations got the best of us and we agreed, only to realize fifteen minutes that we would be room less until 4pm and where are we going to store our luggages and change our clothes even if we want to swimming? Within fifteen minutes, we came back ti the front desk and said that we would want one if the room in the fifth floor and wait for the second room. They said that the room on the 5th floor is no longer available, and they only have the 4th floor available. Sure, we take it since we were going yo get a room on the higher floor anyway. Later on, around 2pm? we checked back and they have room ready for us. We were excited. They gave us a higher room than the fifth floor like they said. They gave us a room on the 6th floor. I kid you not! I can’t believe a high end hotel that prides itself in customer service would actually offer a guest to give up 2 rooms on the 5th floor that’s ready for an early check in so that they can wait without a room for another four hours and can get a higher room on the 6th floor! I felt like I was part of some comedy show where the joke was on me. Or it was an important lesson to be happy with what you have instead of taking an offer for something better? I didn’t know MBS offers life lessons as well?",June 2022,79,5.0
Amazing and not to be missed!,"We stayed for 4 nights in Orchard Suite. Overall we had an amazing experience and staff were outstanding! We were very well looked after by the staff,  who even left us a nice welcome surprise in our room as they were aware we were celebrating our 20th wedding anniversary. It is a busy hotel and at times you will have to queue but this is expected when you staying at 2000+ room hotel! The staff did an amazing job to look after us and room and food choice was excellent.  We used Club 55 which is definitely worth the upgrade and never had any lunch as we were so full up with afternoon tea and evening drinks. The complimentary water/juices/ice cream at infinity pool is a nice touch and again staff went out of their way to ensure you had a wonderful experience in the pool area. Definitely use the jacuzzi!! The pool was busy on weekend but very quiet on weekdays. Lots of reviews complain about queues?? Not sure what they expect when they are visiting one of the largest hotels in the world?? You have many boutique hotels in Singapore- so stay there! Also the hotel staff encouraged guests to try and avoid breakfast between 8.30am and 9.30am as this was peak period. We always had breakfast around 8am and only queued once. Again weekend breakfast was busier than weekday. The hotel is walking distance to many attractions and the MRT station can be accessed from the hotel. The MRT Line that serves the station - also serves Little India and Haji Lane. The other 2 main destinations of Chinatown and Orchard Lane are only a few stops away from the hotel (have to change once). The connected shopping mall has lots of high end shops as well as many food choices. I would recommend taking a walk around the marina and visiting the Hawker food court that is next to outside theatre - food was amazing and a lot cheaper than the restaurants in the mall. Lastly a huge thank you to Shataz Ho (premium service/front desk) who was absolutely amazing throughout our stay. We will definitely be back to stay at this wonderful and amazing hotel!!",June 2022,2,5.0
"The pool and hot jacuzzi are awesome! Nice view, good music!","Room is big, bathroom very spacious. The infinity pool is the best of course! But it looks best on a sunny day. Don’t miss out the hot jacuzzi bath that is overlooking gardens by the bay! It has nightly performances at 7.45 and 8.45pm A wonderful weekend stay! I want to go back again!",June 2022,35,5.0
A must do,"This hotel is a must do in Singapore because of it’s amazing pool and the views. We had 2 rooms, one on 21st floor and one on 48th floor and both had the harbour view. I would totally recommend them over the city view rooms. Not only I think that the garden/harbour view is simply nicer but also because they have balconies which is amazing in the evenings as you can look at the many ships and the gardens by the bay. The lower floor room had a really big balcony and a super close view of the light and music show in the gardens. The upper floor room had a small balcony so could only stand there or alternatively sit in the room with the doors open. Both were great for different reasons. If I could have any negative comment then I wasn’t too impressed with the bed. It was rather on the small side (definitely not king size) and not really comfortable. The toiletries in the bathroom smelt divine on the other hand! The highlight of course is the lovely pool with panoramic views and we were there for hours during the days and in the evenings. It was a bit crowded at times but still totally worth a visit. I would absolutely stay again. It’s pricey especially as it’s room only. For comparison we stayed in a different hotel in Singapore which is also lovely, centrally located and we paid 20% less for a much larger and nicer room with panoramic views. The hotel also had a lovely infinity pool with gorgeous views of the city including MBS and the price included a generous breakfast and afternoon snacks/cocktails. Of course the pool wasn’t anywhere near as big or iconic as the one in MBS but also lovely and more intimate. Overall I would definitely return to both.",June 2022,117,5.0
View from the rooms is to die for.,"The hotel is huge and connected to a mall. The best part of the hotel is its infinity pool on the 57th floor, the view is just breath taking. We took the city side rooms and it was a great view from the room. The room size is also good for the price you pay. This is the first hotel i have experienced where even kids had their individual key card. Kids felt special when they got their own key cards. the sofa cum bed dint have the best comfort, but was ok. they should have provided with a little more thicker beds. We would feel the springs in the sofa cum beds. The main beds were very comfortable. No complains there.",June 2022,49,4.0
Luxury,Treated like a queen and king from the moment we walked in.  The room over looked the gardens and was huge.  Please if you stay book into restaurants before you get there the first night we were there we couldn’t get in anywhere and most restaurants were booked out for a few days.  However the room service menu was amazing had one of the best dinners in our room.  The shops of course are 5 star so make sure you have money.  In all it was a Great experience and would stay again,June 2022,5,5.0
Brilliant stay!,Had a brilliant time from start to finish. Room was stunning - 53rd floor overlooking the gardens was really worth it. Staff were super helpful and friendly. Pool was as amazing as all the pictures. So many hotels in Singapore but definitely recommend this one! It was much busier at the weekend so if you can stay mid-week it would make it perfect.,May 2022,24,5.0
Family friendly resort feel more than 5 star luxury,"We have always wanted to stay here after seeing the beautiful photos of the pool and building. The property is huge and on the pricey side. We upgraded to a harbor view room which had a lovely view. The room itself was nothing special and did show signs of wear, but was clean. They provided lots if bottled water in the room which was nice. The pools view is as spectacular as you see in photos, BUT what they don’t show you is how crowded it actually is with screaming splashing children alllllll over (not just in the children’s pool) . Because of this we stayed mostly in the small adults only area which was on one of the far corners of the pool. The restaurants by the pool all require a dress code, men collar shirts and no sandals, pool wear not allowed which we found odd since they are in the pool area.There were lines for almost everything in the hotel also which we didn’t care for. The service was very good and everyone was very nice, but we prefer a more personal feel in a hotel when traveling. We are happy we tried it, but would definitely not stay here again. We were wanting a 5 star luxury experience and it felt more like a family resort.",June 2022,6,3.0
Moe is the best,"I stayed at marina bay sand while I was visiting the pool, I met Moe the lifeguard and I asked him to take some pictures for me not only he was very pleasant and he also took the best pictures for my husband and I. He told us where to find the best spot and the best time to come and take our pictures. Very nice guy",July 2022,1,5.0
Rooftop Pool!!!,"Marina Bay Sands is monumental. Perfect location, awesome customer service, connected to the mall and tons of top notch restaurants. The roof top Infinity pool is priceless. A few nightclubs to choose from as well.",May 2022,334,5.0
Not worth the money terribel honeymoon experience,We stayed at the hotel for our honeymoon.No service we couldn’t get a table for drinks even we stayed at a suite.We asked to book a Michelin restaurant in advance bu no reply either at check-in or by mail.Not a 5 star hotel sorry.We have stayed at the best hotels around the world this isbod one of Them,July 2022,1,1.0
Awesome trip,"This is my first time when to Marina Bay Sands Singapore for my graduation trip  and it was such a wonderful experience. Moreover, on the infinity pool, I met Mr Moe that so friendly and helpful at the same time which mesmerize me that rare in nowadays hospitality landscape industry. He also knows the best angle photo spot, help take a picture. Once again me and my fam blessed to meet you,  hope can meet you again in the future Mr. Moe. Keep staying healthy and humble.",July 2022,1,5.0
Clearly impressive view & rooftop pool BUT besides that you will be treated like a mass tourist not 5* guest,"+ Amazing pool & rooftop view+ even lowest price room really beautiful and amazing view- Check in was a bit like ordering in MC Donalds and has nothing to do with a 5* hotel: harsh welcome in the lobby guiding us to the so called “VIP” check in, there you have to wait in a queue up and wait w/o seating option, we have been sitting with 2 kods on the stone stairs… (what we are used to in 5* hotels is being seated in a nice area, someone picking up the passports and checkin in for us while we enjoy our free welcome drinks)- Service around the pool really poor: took us sometimes 15 min or more to get the attention of a waiter, food (burger & salad) took > 45mins and when we ordered extra mayonaose for the fries they dis not manage to brong before food was cold- be aware that there is a strict checkout at 12 and you are not allowed to prolong or stay on the pool the day! Since there is also not really a lobby area where you could stay you cannot stay anywhere if your flight is later on the day and the hotel also does not care- Breakfast was not close to what you would expect in a 5* hotel e.g.: no fresh juices available at the buffet (only for extra payment), some items are served in one-time plastic buckets same as you would have in a cheap fast food restaurant (e.g. pre-mixed Bircher Müsli, sauces)To summarize: unfortunately you will only find this view/rooftop pool on this hotel, bit otherwise not really worth the price!",July 2022,35,3.0
Fun Holiday,Holidaying at Marina Bay Sands with our granddaughter was fun and relaxing. Nice room with majestic city view. Adjacent to Garden by the Bay and shopping mall. Friendly and courteous staffs. Thanks to Belle and Ryan being hispitable and helpfull. Breakfast was good and fresh and delicious. Swimming in the infinity pool at level 57 was an extra ordinary experience and fun especially for our ten years old granddaughter. Cheers.,July 2022,"3,637",4.0
After hours (10pm) it dies a death,"First time here, blown away by what I saw, suppose the moon would be the same but after 10 mins you see it for what it is. Casino, nightmare to even enter and the staff are like tailors dummies, no personality or wit. Room service eh had to wait 30 mins for them to call me back...didn't so I kept calling back. Told me to order a Grab if I needed quick service.Basically nice for one night then take a few months to get over the cash you gave them and hopefully after 10 years you only remember the good bit",July 2022,10,1.0
Vegas meets Disney,"Massive place crossed between Las Vegas and Disney, hard to get any personal service it’s crazy busy, the pool is stunning but manic and not relaxing at all it’s busy, noisy, all laid out in long lines with most people saving beds and not using them. Queues at every restaurant from early morning to late at night. It’s an exhausting experience. Concierge are so very helpful they really do make a difference. Rooms are pretty basic at most levels, views over bay are nice and interesting. Garden views are cool for the light show every night.",July 2022,14,3.0
What a fabulous place,"It’s big, it’s brash and it’s beautiful. We stayed on the 51st floor for a couple of nights and the room and views were superb.We didn’t use a huge amount of the hotel amenities but the infinity pool is spectacular and well worth staying at the hotel for.Transfer from Changi is quick by taxi and pretty reasonably priced and would recommend as a low stress option. The hotel isn’t cheap by any means but it’s quite an experience, certainly one we won’t forget.",July 2022,330,5.0
MBS a luxurious destination,"We are a family of 6 ( my 85 yearold father, 79 year old mother, my sis-in-law and his sons flew in from Canada and myself ),the room upgrade (Merlion Suite facing gardens by the bay)was very much appreaciated!My 2 nephews flew in from Canada and were celebratin their birthday as well, so having us all in 1 room was a big surprise as well as  the complimentary cakes.The suite was of course luxurious, the complimentary tea, coffee, drinks and chocolates were a big hit.Booking is simple online, the check-in process could be improve especially for the unintiated like where do we look for the queue numbers although 1 unpleasant encounter was when a guest claimed that our queue number was his and proceeded to the counter , I was baffled as the prompt in my phone stated my check-in was completed already while we are still queueing  up behind the counter. I needed to asked for help for this and turned out the guest claimed he has our queue number, the receptionist just proceeded to check him in without counter-checking like asked him to show the queue number from his phone. Anyway, the staff whom I called for help come to out rescue and all is good again.I am also gratefull that the wheelchair I requested for my 85 year old father was sent straight to the room, should’ve asked for my 79 year old mother as well If I only knew it would be easy to request.The room service butler was very responsive and the staffs sent to us for assistance for our needs were very respectful, knowledgeable and attentive , kudos to Leah( room -in dining dinner, very promptly she set up our table and has very friendly attitue)Cecil( gave the surprise cakes , she is very amicable and friendly)Nadrajan( our first contact after check-in, he asked if the wheelchair will be used at that time or we prefer to send in to our room and before he left the room he distinctly explained about what butler phone can do,the key cards although he explaine the electricity card but we cannot find the slot he was saying) ,the guy who brought our ice cubes whom I failed to get his name and the one who enlightened us about the electricity acrd which our room does not need to use it,the guy who brought in our breakfast but I failed to get his nameLaura from Infinity pool whom you can tell her sincerity in making sure we are taken cared of , she asked Leo to assist my dad and mom while they are visiting the pool. One not so good experience was during breakfast when we went down to RISE restaurant , our 2 rooms originally booked does not include breakfast but from what Mary staff from check in told us that we can go to RISE or SPAGO for breakfast without reservation, so when we queued up the staff from RISE asked for my name and room number and when she checked our original room has no inclusion of breakfast but I asked if we can still eat and pay , she said no so we just went back to our room and ordered in for room service. I called and checked why we were sent away, the phone butler staff checked then called again and claimed there was no record we approached RISE eventhough restaurant staff asked to spell out my name and after awhile called us to head down with already a table reserved for us but I declined since we already ordered for breakfast room service. I failed to get the RISE staff’s name as we were  already flustered, anyway we moved on after that since we have the breakfast in our room already and proceeded to the Infinity pool, of course the reason we booked at MBS was the pool and we were not disappointed , from the booking for the date slot and the messages sent whether the pool is temporarily closed because of the inclement weather as well as its opening once available is very much helpful and as I mentioned Laura from the Infinity pool is a darling, she is very sincere. The photo also was an experience, the photographer was friendly and does not impose, it’s nice that other than the printed photos, the digital photos were available to the guests. Check-out was easy as can check out from the TV although as 2 rooms initially was booked only  1 room was billed and able to check out from the TV so needed to check put from the front desk , Victor helped us out from the front desk to check out and settle our bill for our stay. The Merlion suite of course has the wow factor already its spacious and clean,the furnitures are comfortable, the mini bar was well equipped, the toilet in the bathroom can have a bidet perhaps , the bathtub is super comfy, the massage room and the hair washing room does not come with any information how to use it though , the downside of staying in the Merlion Suite is we almost refused  to leave the room. The overall experience we had was very memorable, and yes we will come and check-in again",July 2022,95,5.0
A life time experience,It was an experience of a lifetime. Especially with Life Guard Moe of the MBS Infinity Pool  making us feel so uniquely special n took gorgeous photographs of us at the pool. Moe you were great ! The observation deck was so beautiful so we are taking back wonderful memories of a beautiful time,April 2022,1,5.0
Best Place to Stay,"Still the best place to stay in SG, shopping mall, dining, casino all in one place. What is better than this?Also the view from the top is incredible. If you go to the Pool and want to take gorgeous photos, look for MR. MOE he will make sure you leave the pool with the most stunning photos. 👍🏻👍🏻👍🏻👍🏻👍🏻",April 2022,1,5.0
Our Stay at Marina Bay Sands (April 2022 Rm# 4670),"Eileen of Guest Services from Marina Bay Sands is cool, helpful and kind! Always there to help and help! I appreciate her when she made me feel good when I encountered a not so kind Guest Services Officer of Marina Bay upon checking in. Then again when my battery is almost empty after I came from Singapore International Water Week 2022, she lend me her pwerbank and eventually gave it to me. Eileen is constantly willing to help. I think that’s her nature and her job is suited for her. I would like also to comment for Michelle, their Front Desk Manager, the 2nd person I met upon checkin. Super super kind and helpful too! She’s very knowledgeable in her field. She assisted me all the way until we settled and get our room. Also Rj in Front Desk is super kind the 3rd person I met in Marina Bay Sands is super super kind too! Shouting out for these wonderful people, including Ramesh and Xavier of Front Desk the wonderful people I met eventually on our Stay there. Also Wee Hong and all the people from Infinity Pool and Liang the photographer. I would like also to shoutout the people we encountered in Spago, Mark the German from Rise and others(sorry I forgot their names) and Club 55. Thank you to them. Hoping to encounter all these wonderful people again when we go back this September for the F1 Grand Prix. I thank all these people. May God bless them all!!!",April 2022,1,5.0
Friendliest lifeguard I have met,"The stay itself was very pleasant and amazing, not to mention the fantastic hospitality and brightness of the staff. Especially a lifeguard by the infinity pool, Moe. He's extremely friendly and is more than willing to snap pictures for you. Not to mention, the shots he takes look as if a professional photographer had taken it. He also knows every good spot to take those pictures at, so don't worry about ideas of places to take photos! Moe was also very helpful and happy to assist all the time with a huge smile plastered on his face. You can easily strike up a conversation with him and he would be more than glad to share more about Marina Bay Sands. Overall, this hotel stay was excellent and I would 100% come again",April 2022,1,5.0
A must do in Singapore,"This is a must do. Enjoy the sunset in the many roof top bars/eateries. Great service, great vibe.Id you can, stay a night - otherwise a visit is the next best choice. Great food, pricey, but high quality and superb service. Even when busy, they don't rush you. But you MUST book in advance.",April 2022,3,5.0
Crazy Rich Asians feeling Top of the world hotel,"Indulge and stay at the iconic hotel to get the best view of Singapore . City and sea views and Gardens by the Bay . Swim at the worlds largest infinity pool . Check in was virtual and seamless. Attention to detail was given in housekeeping with clothes being folded, chargers , cables were all coiled up , slippers, dressing gowns changed daily amenities , water ,  drinks , snacks were topped up daily . The infinity pool gave complimentary ice cream and juice . Service was with a smile. Location perfect with access to MRT,  shops and restaurants.",April 2022,667,5.0
Fun vibe and great pool,First time in Singapore and we had a blast. Concierge staff (especially Xavier and Jen) were amazing. Moe at the pool was so friendly and helpful and truly represents what guest services is supposed to be about. Staff at Spago a little pretentious but lots of other places to eat,April 2022,1,4.0
Service unparalleled,"Friendly staff throughout our staff, from entering the hotel a lady who was checking for Tracetogether checkin helped me register and showed me what to do to speed up the check in process (which I will need to be doing everywhere I go in Singapore).Checkin process is a efficient as they had virtual queue in which you put down your name and number then it will notify you once you're ready to be served (so you are able to browse around or sit down somewhere nearby without standing in line). We didn't have a SG number so we were standing infant of the numbering machine waiting. I had a few questions about Singapore and where I could get sims/travel cards etc so I asked Joseph who was there assisting guests to get a virtual queue number. It was a quiet time so there was nobody except for us and Joseph patiently answered all our queries cracking a joke every now and then which made the waiting a lot shorter! We also had a little complain which we ranted to him about, without telling us he went and did what he could to help us resolve the issue which made our stay 110% better as we know we were in good hands.When leaving we had to collect our luggage from the concierge as we had it stored when checking out, Imad or Iman (apologies for forgetting) assisted us to collect our luggage. He then asked us how we were leaving and remembered the plate number by repeating it multiple times of the car picking us up. He then waited with us to ensure that as soon as the car came he could asks his colleagues and help us get our luggage in the car. Definitely not part of his job to do that but the extra level of care and service he provided made us felt warm leaving MBS. PS. Pool was amazing and there weren't as many people as we were expecting (8:50-10:05 time)! very very enjoyable experience. Thank you again Joseph, Imad and the team at MBS",April 2022,3,5.0
Definitely worth while!!,"Thanks MBS, fantastic, Came for Lunch stayed for the Sunset!!I would highly recommend the MBS for anyone coming to Singapore!!My partner and I booked into MBS for lunch on the Saturday of our trip to Singapore, Expensive?,not cheap but not expensive, you pay for an experience!!, Let Sanji and Ozzie take you on an amazing experience of food, some drinks and a view to die for chucked in. We started with lunch, my partner had the bottomless Mimosa, I had a bottle of wine, beautiful flavors in the food,We ended up staying for expresso martini’s and cocktails and witnessing the fabulous views of Singapore at nightPerfect ❤️",April 2022,8,5.0
