Review Title,Review Text,Date of Stay,Author Contribution,Rating
Still a world famous hotel with very attentive staff,"Stayed here for one night during our honeymoon and received a free room upgrade to a deluxe bayview room. Very uncomplicated check-in process and attentive staff. The infinity pool is more like a public swimming pool and totally overcrowded. People (especially influencers) tend to go there to take pictures only and not enjoy the view itself, which is a bit annoying. But that itself is probably part of the concept and why Marina Bay Sands is famous all over the world. Our room was one of the newer rooms and everything was clean and tidy. Room service also worked without any problems. We also had a great view at the light show in the Marina Bay at night. Definitely a must stay when you are in Singapore.",September 2023,72,5.0
I recently had the most rejuvenating spa,"I recently had the most rejuvenating spa experience after a 19 hour flight from JFK. Chrystal, my massage therapist, was absolutely fantastic! Her skilled hands melted away all my tension, leaving me feeling completely relaxed and refreshed. Additionally, Honey at the reception provided excellent customer service, making me feel welcomed from the moment I walked in. The ambiance of the spa was tranquil, and the overall experience exceeded my expectations. I can't wait to visit again for another pampering session!",March 2024,3,5.0
Massage treatments are their specialty.,"All staff at Banyon Tree Spa were courteous & exceptional. Silver & Crystal are loveliest members at the Banyon Tree.A visit at the Banyon Tree made my stay at Mandalay Bay Sands the best.As soon as one enters the Banyon Tree; the stress of the outside world disappears,",February 2024,3,5.0
What an experience.  Wished we had booked 2 nights,"Lovely hotel and staffWe booked 1 night stay as a treat to be able to use the infinity pool.  What an experience.  Wished we had booked 2 nights.Check in and was told we had been given a free upgrade to a one bedroom suite from  Premium King for 3 people.  Arrived and as we opened the door all the automatic lights came on , curtains opened with a view across the harbour and down onto the Supertree Grove.  We were celebrating a birthday which I had noted on reservation and we had a birthday cake delivered to the room by the butler.  Did not even know we had one !!.   Room was not ideal for 3 people but we made the best of it abd used the facilites that were on offer.  They even had a karoke set up in the living room so we had a great time using that.  Never felt so spoilt.Only issue was within 24 hours of checking out the hotel took an additional cost charge for something out of the minibar which we did not have.  Despite confirming with the butler are other additional charges",February 2024,61,5.0
Beautiful and Excellent Hotel!!!,"This is my first time visiting Singapore and It's  second stop of honeymoon. Marina Bay Sands are very famous, so my wife and I decided to stay at it for two nights when we first arrived at Singapore. We booked the premier suite with city view since it was honeymoon. The hotel team kindly offered us complimentary pick-up and also sent us to our next hotel when we checked out. In-room check in was great. The cake and wine were also very delicious, thanks for that. The hotel is very beautiful and views are great. The rooftop pool is great for the view and I think it looks better at night. The breakfast has very rich selections at the first level restaurant, and I didn't try the breakfast beside the pool. The hotel also has mall and casino, also many good restaurants. Overall, it was really great experience with Marina Bay Sands!  Thanks MBS premium service team Allisa for the quality service. I will definitely stay at Marina Bay Sands again next time when I come to Singapore.",February 2024,10,5.0
"Once in a life time? For the Instagrammers yes, for me NO!",Of course if seems like is must to stay at this iconic hotel when in Singapore. Not being part of the instagram community for me it was not worth the money.Very crowded (also due to Chinese New Year which dod not give me a nice relaxed break moment on this trip. Our room was nothing special in size nor in luxery. It was on the 7th gloor with a view at….. the walls of the shopping malls.Breakfast at the top floor near the iconic pool was expensive but amazing! Food at the pool was very over priced and portions to small.Once in a life time? Maybe for some mot for us!,February 2024,271,3.0
the best hotel ever,very nice gym good service and environment for exercise. I enjoy here everyday. Miss Chanok and Miss Uma Mr Affaoffered me fantastic service. Thanks for that.      Hotel is nice. It is the best hotel in the world.I love stay here. No one can compare with MBS.very good,February 2024,1,5.0
"Not family friendly, treats teens as adults for pool access","MBS is well known but in my opinion overrated. The rooms are overpriced for the type of room you get. I work remotely and take my work with me when I travel. Most 5* hotels have a business center. When I asked the front desk one of the staff was confused as to what a business center was. Another staff then said their business center is in the convention center but it’s all booked. I have a feeling they don’t really know what a business center is and that they don’t have one. I don’t mind working from the room, but I prefer working from a business center or a lounge area. There is no convenient lounge area. This hotel doesn’t even have a real lobby to rest your legs. We were only here for a few days. We also tried their dinner buffet which was very good. Service was a bit slow though it is CNY and a busy time. When we were seated we were informed our champagne would be served right away. It was about after our second round of getting food that our champagne was actually served. Then when we paid the bill our server asked for us to stay at our dining table so they can double check our room number is correct. After waiting for 5-10 minutes the server never came back to let us know we can leave. We had to hunt down help to confirm it was okay to leave the dining area. The other area we accessed was the pool. The worker “Vicky” was checking in guests. I understand the pool is for guests only and you need to swipe a card per adult guest. I have three kids and they claimed my two teenagers ages 15 and 16 are adults. And they would “let me in this time” but next time to register them so they have their own hotel room card to access the pool. I’ve never heard of such a ridiculous requirement and shouldn’t this be something when we were checking in that the front desk advise us of? The hotel is conveniently located with lots of things to do. But I do not consider this place family friend or work travel friendly and likely will not be coming back.",February 2024,26,3.0
The BEST hotel ever!!,"The wonderful experience started with the lovely, short-haired, friendly woman who helped me check in at the front desk. (Maybe her name is Levie?) She is the nicest hotel employee I have ever met! I really appreciate it, thank you very much. In addition to impeccable cleaning, a pleasant smell that fills the room, and sufficient amenities, there are also ample hotel facilities. This is exactly the hotel stay we were looking for. I have never had such a wonderful experience. This is definitely the best hotel. It's worth visiting Singapore just to stay at this hotel. I will definitely stay again. it is really amazing! !",February 2024,1,5.0
Va va voom,"The spa experience was absolutely out of this world. From the moment you step out of the lift to the left landing to the main reception area where you are greeted by warm receptionists and the nicely decorated banyan tree and crystals, to the meeting of the therapist before the spa treatment. Not forgetting the after spa experience!",February 2024,1,5.0
"Nice hardware, horrible software - MBS isn't luxury.","The CNY period is busy for everyone, but most luxury hotels find a way to manage.  Not true for Marina Bay Sands.  The check in experience has been appallingly bad.To not have any rooms available until 3 pm is understandable, albeit inconvenient - but to not have a single seating area available for guests to wait in is absolutely unconscionable.  There are ZERO chairs / couches anywhere on the first floor, they've decided to monetize by giving every last inch to the buffet.My elderly parents are traveling with us, and we had to walk around for 30 minutes looking for a place to sit.  We finally squeezed in a beach in the food court area in the mall to wait an hour for our rooms.I was then called, and specifically told ALL three rooms we booked were available (I made sure to ask).  We all walked back (again - a long distance) to be told, just kidding, only one of the three was currently available.  What should my elderly parents do in that case?Finally, even after we made it to the rooms - it was literally a 45 minute wait for our luggage to arrive.I have traveled extensively around the globe, and Marina Bay Sands ranks amongst the very bottom.  They have an iconic location, the views are nice, the service staff have been trained to smile and say nice things - but it is far, far from a luxurious experience.",February 2024,6,2.0
Amazing service - go elsewhere to fine,"Their service was impeccable.  But unless you're hungry, the buffet at Rise was  overpriced ($300 for two salads and a glass of wine).  Food service was very rushed in Spago (despite there being other tables available, so there was no need to rush us out to turn our table over).  Lavo for dinner was so noisy and crowded we couldn't talk.  Wonderful place to stay - go somewhere else to dine.",February 2024,1,4.0
Best hotel ever,"The service at this hotel is extraordinary. The staff is fantastic. Everything from the transport from the airport to the transport back to the airport was fantastic. Restaurants, pool area , nightclubs was great. Our concierge was great. They deserve more than 5 stars .",February 2024,12,5.0
Great Customer Service at MBS,"The MBS hotel is a must stay if you can afford. The service is great, the place is amazing with lot of activities. We spent our time in the infinity pool, gardens by the bay, spectra show, dragon drone show.There is a mall next to the MBS hotel with lot of restaurants. We enjoyed the river cruise from this location and the cruise was almost private with one other couple in the boat however sadly you can't take night time tour as the cruise at this place closes at 5 PM. The Quay has night time cruises and I saw many boating slowing down during the spectra show.",February 2024,121,5.0
Must stay place in Singapore,"Unreal hotel. Room spacious and had a lovely view on the balcony where they have the gardens by the bay, which has light shows every night. Really clean and staff all really nice and helpful. Rooftop pool really is spectacular, unfortunately rained while we were there through the day however we went at night when it stopped and the views were outstanding. Also had two hot tubs over looking the other side. You can check out and ask to keep your card for the following afternoon to use the pool again and go to the observation deck.",November 2023,6,5.0
"Banyan tree SPA , marvellous place to visit","Crystal,wai ling &hany are awesome,friendly and courtesy. Enjoyed their service and hospitality. We would strongly encourage to visit Banyan tree Spa. Our jetleg cured after the visit, rejuvenated and ready to roll to rest of visitation",February 2024,1,5.0
Amazing hotel and spa,"This hotel is wonderful. Great location, right by the bay. Most incredible views and I highly recommend the spa.  I had an amazing massage and the views from the spa lounge are incredible. The staff was very gracious and helpful. We would love to return.",February 2024,1,5.0
Pure luxury and the highest level of service!,"Although we had a minor issue at check in, the hotel management, namely Victor Mai, took full ownership, kept in touch with us, and resolved the issue way beyond our expectations.This is customer service at the highest level! The hotel is stunning, seriously high end, and there isn’t anything the MBS team won’t do for you to make your stay as comfortable as possible. Our family suite was phenomenal and our girls loved the play room/bedroom (Nintendo Switch). The food here is exceptional. We had breakfast at Rise each morning and had a special anniversary meal at Spago on the rooftop, which was outstanding! I think for what you get at this hotel, its truly value for money, the hotel staff truly care about your comfort throughout your stay and let’s be frank, there are no better views in Singapore than here. Thank you to Victor and the MBS team for making our stay so special and one to remember.We will be back!",February 2024,1,5.0
Excellent Stay at MBS,"I am with my elderly parents and my older brother who flew all the way from Canada to celebrate the 87th and 81st birthday of our Dad and Mom. I booked the 2  Sands Premier Suite  since December 2023 as I wanted to make our parents’ birthday memorable.I emailed the MBS to avail the Merlion Suite originally as we stayed there in July 2022 but unfortunately its apparently under renovation.So I settled for the 2 Sands Premier Suite instead.I roped in the help of MBS n Januat 2024 to have my parents’ room decorated with flowers, balloons, birthday greetings, champagne and fruits and MBS threw in complimentary cakes as well.I also requested 2 wheelchairs and possible early check-in and late check out too.3 days before our visit to MBS , they send a reminder for out check-ins and I confirmed with then all the pre-arranged surprises for my parents.The room reservation, room-in dining , Bayfloral all have confirmed that all the arrangement are smoothly on the way, although some miscommunications happened when I was confirming the arrangements but…What impressed me the most was the MBS premium services that oversee that all the arrangement will happen and more… Ms. Precious, Ms Lucy of MBS premium service and in-room dining addressed all my concerns and Ms. Maria of Bayfloral as well thru our communications via email. MBS premium services sent a message to give them a heads up once we ate on our way, as the 2 wheel chairs will be waiting for us.On the day of our arrival Ms. Eunice Marasigan was waiting for us at the lobby, though I missed the message who are we supposed to meet thus, we alighted from our transportation and proceeded to request for wheelchairs. When Ms. Eunice spotted us that’s where the magic started… from the very start she assisted us with genuine warmth and sincerity, she was honest that the 2 rooms are being prepared as well as the surprises, so she lead us to RENKU for complimentary breakfast  where Sheila assisted us while waiting as Eunice checked in for all of us,and provided us temporary keys for the gym and infinity pool. Since we anticipated that rooms might not be ready yet, we had a lunch reservation at RISE so Sheila of RENKU helped us move to RISE restaurant with all our complimentary drinks in tow.While having our lunch buffet at RISE, Eunice keeps us updated with our rooms( we requested if PAIZAPremier Suite is available instead but unfortunately not), she surprised my parents with cakes and birthday song compliments of RISE staffs( separate review on this).Once our rooms are ready, we were led to it and MBS wowed us with the floral arrangements, balloons and birthday greetings( c/o Bayfloral) adorned the room of my parents and the fruits and Piper-Heidsieck Champagne (c/o MBS in-room dining) with complimentary MBS cakes and fruits as well. My parents were so surprised and overwhelmed!! Goal achieved! Ms.Eunice also helped us how to go to KOMA for our dinner resevation ( separate review) and she also readied our transportation for the next day to our lunch reservation to ATLAS( another review) a complimentary limousine ride. She always updated and assured us during our stay.She come across as a very genuine, sincere staffs who is going above and beyond, MBS is fortunate  to have her as she will definitely brought her A game and made the guests feels very special. Kudos as well to Jeff and Jonald  who assisted us on our check-out and the kind gentleman whom I forgot to get his name who drove is to ATLAS. We woke up late the next day and still tired so we decided to order a in-room dining for breakfast instead of availing our complimentary brekkie to RISE and Spago. It’s very convenient to oraer thru TV and very promptly delivered. Variety of choices too. After that we went to infinity pool but to do photo shoots only as we are rushed for our next appointment.Thank you! All in all, our MBS stay is memorable. We will defintely come back and visit again!",February 2024,95,5.0
Amazing couple time,The whole spa experience was detailed and amazing from start to finish. Silver was a very friendly receptionist and Lisa and Jane skills for our massage were on point! Will definitely come back again. The views and facilities were very clean,February 2024,1,5.0
Avoid Marina Bay Sands During Construction!,"Just checked out of Marina Bay Sands.  I have stayed at the hotel 15 times before.  Just a word of warning:1. Construction is incredibly noisy from 9 am to 6 pm and on weekends.  It is Loud.  The bed is hard as a rock and I hope they change it out.  2. They were working on the room above us and knocked out the air conditioning and the electric.  3. I never complain and mentioned it a checkout saying paying $1,000 for a room with no AC and packing my bags in the dark is ridiculous.  4 There response was we are sorry, no credit to your $1,000 room and have a nice day.  The only reason you should go to Marina Bay now is if you are dead set on the pool.   The pool is great, but the construction is over the top loud and the hotel really doesn't have to care as there is always another unsuspecting guest.  We are coming to Singapore for the 4th time this year and are staying at the Mandarin Oriental this time.  The only thing I'm missing out on is the Marina pool.",February 2024,17,1.0
Perfect Stay!,"Excellent experience!  Of course the hotel is iconic, but the personal attention and customer service is outstanding. Eunice anticipated everything--  before we could even think of it--  and added little touches to make the stay truly special. Her energy and genuine interest in making us feel like special guests made our stay truly memorable.Hotel, pool, and views are as amazing as you imagine, and having the many iconic attractions right on-site is a dream!",February 2024,8,5.0
The treat for myself,I always enjoy the experience in Banyan Tree. It has such a unique and relaxing ambience and therapists are skilled and well trained. It cannot compare to any other places and is accessible easily. All the staff are super friendly and attentive.,February 2024,7,5.0
Wonderful!,"We thoroughly enjoyed our stay at MBS. Except for some issues during the check-in (which was later addressed by the Service Manger), we would highly recommend MBS. The city view during the night from their infinity pool and their observation deck  was fabulous.",February 2024,1,5.0
Great Stay at Marina Bay Sands Greatly Elevated by Outstanding Support,"The Hotel itself and its related establishments already are quite the accommodation. But what made our trip really special was the support from Glaiza Gonzalez and Mark Delegero from the premium service team. From the moment of our arrival, their attention to detail and dedication to ensuring our comfort and satisfaction were unparalleled. Glaiza's professionalism and warmth made us feel immediately welcome, while Mark's assistance throughout our stay added a personalized touch that truly set this experience apart. The level of service delivered by both was truly a testament to Marina Bay Sands' commitment to excellence. Highly recommended for those seeking an unforgettable experience with support that goes above and beyond!",November 2023,1,5.0
WONDERFUL CUSTOMER SERVICE,"Clean, amazing space! Ben, Chanuk and Uma are so friendly and welcoming :)))The toilet lid opens by itself and received a chilled and fragrant towel at the end of my session.The staff there will go out of their way to explain how to use the equipments thoroughly, safely and most efficiently",February 2024,1,5.0
MBS excellent Premium Service,"we had an awesome premium service, we got complimentary transfer from our home, our kids are also very happy!stayed at tower 1 and very nice view and pool as wellAllanis from premium service is the best and very kindwe will return for the next visit",February 2024,1,5.0
"Humongous, unique hotel, magnificent pool (but photos taken by photographer are too expensive!)","The main reason I chose this hotel for the second time, is the marvellous infinity pool. Be sure to spend at least a few hours in the pool and jacuzzi. This location is unique for great pictures and videos. Before sunrise and sunset are not to be missed.The hotel itself is enormous, but most (like the delicious restaurants, the Shoppes and the shows) is also accessible to non-hotel guests. So, make sure to explore this hotel, even if you’re not a guest, it’s an experience in itself.The staff is very friendly, giving tips and helping out when necessary. One time I got out of the pool at 23:51, and my belongings (luckily only my room card inside my hotel bathjacket) were taken away prematurely. So be aware of this if you intend to stay in the pool until midnight to not lose your valuables! I thus had to go to the first floor with a new jacket and towel I had received by the staff at the pool to obtain a new room card.Breakfast was very expensive, so if you consider having breakfast, try allocating more time and making a brunch out of it at the Rise restaurant. This way, you kinda get 2 meals for the same price, which makes it more affordable.The room was good, with a nice view on Gardens By The Bay for us. I would have liked a movable spray head in the shower though, as a fixed one is not handy. The fitness is good enough with various machines, and helps you keep in shape for the duration of your stay.The hotel is expensive though, which is normal for the luxury you obtain in return. The reason which refrains me from giving this hotel 5 stars, is the absurd price of purchasing the photos a photographer has taken of you at the pool itself. The cheapest option was 120 SGD and to get all your photos digitally too, the price becomes 145 SGD, if I am not mistaken. I get that they know their audience is whealthy (otherwise they wouldn’t be able to afford such an expensive hotel), but to me it really feels like a tourist trap. It’s not like the photographer stayed 15 minutes with you to capture you from all the best angles. It was just a minute, some poses at the same spot, and that’s it. Feels like bandwork and not worth more than 20 SGD. Even though, I purchased the photos because I am fascinated by your infinity pool, but it gave a bitter aftertaste which damped my experience a bit. Shout-out to Fir (@firtography1985 on Instagram) though, who volunteered to make great photos of us at the pool at sunrise with our phone! Conclusion: I will certainly come back in the future because I love Singapore, Marina Bay, the restaurants and the Infinity Pool, but reviewing your paid photograph service at the pool would be a good thing.",February 2024,4,4.0
Friendly checkin staff. Nicole,"Incredible hotel  with special acknowledgement of the unique rooftop infinity pool with a view of the entire city skyline  the city and Merlion park on one side and the harbor and gardens by the bay on the other side!   Amenities & location are incredible including a huge mall & unbelievable food court, casino.Restaurants & observation deck on level 56!Everything is first rate but is also expensive Walking distance  to gardens by the bay and  Merlion parkNicole at the front desk was amazing- so friendly & helpful Patiently explaining everything making our stay great",February 2024,7,5.0
Awesome fitness experience Marina Bay Sands,The fitness is awesome and the service is great. Great gym to do your daily workout while staying in the Marina Bay Sands. Uma & Chanok helped me perfectly with everything I needed while using the fitness area! Thank you so much! I will definitely come back!,February 2024,1,5.0
Top Luxury Hotel in Marina Singapore,"Luxury Hotel , excellent locations and views from top roof.With a large not heated swimming pool on floor  57 you can swim up to midnight.Rooms are comfortable with great views.Top Luxury mall is besides with great restaurants and a court food.Every night is there a show at 8 and 9 Pm with lights, fountains and sounds to be seen all along the Marina.",February 2024,66,5.0
Luxury fitness with genuinely warm and welcoming service!,Roselyn and are colleagues are extremely welcoming and friendly to show us around the gym. Good quality facilities and refreshments.Especially enjoyed the massage gun! Would have loved to join some of the skyline fitness sessions but we were only staying for one night. Love the little touches like the good quality toiletries too!,February 2024,3,5.0
Thanks for nice experience.,Place move to far from hotel. If more near is better but facilities are good and very kind and nice worker.Specially Ms. Roselyn is very kind..She explain the program very well to enjoy the time.Also there are many program provide as complimentary and will enjoy during the stay in MBS,February 2024,1,5.0
Awesome!,Amelia is really great with conducting pilates and is very clear with her instructions. It is really nice initiative mbs is coming up with. We enjoyed the session and hope to experience more of it. Keep up! I would love to try the other classes too,February 2024,1,5.0
"Appalling stay at MBS, still waiting for recovery from their team days after check out!","I am a local who has been to Marina Bay Sands multiple times. Just to contextualise my stay, I was only at MBS to take some important work calls and to relax while my house was under renovation, but I ended up having to experience so much stress from:1. A security breach issue that I encountered with someone else (not my guest or I) who definitely came into our room to eat one of our snacks in the mini-bar area and subsequently left the empty package beside the room refrigerator (see photo attached);2. Equipment in my room not working (Netflix not syncing to the TV screen in the room);3. Billing issues throughout my stay (where I had to spend more than half my stay calling or emailing their reservations team and also going down to the check-in counter at least 3 times in-person to get my billing issue resolved)4. Not having the room service staff provide me with my birthday amenity first thing upon check-in (the friend who booked my room at MBS kept asking if the hotel did anything for me and I had to wait for hours and ask twice before anything came to my room, and my friend who did my room booking was severely disappointed that I didn’t receive anything for a long while although he put a note in for this upon booking my room);5. Not having my Sands Lifestyle rewards membership card credited with the rewards dollars within 48 hours of my check-out (I am still following up on this issue…)A Nicole Yu from the hotel’s recovery team has done an investigation into the security breach issue where someone in their staff team entered my room to eat from my snack bar (but not to make up my room) while I was away from my room for lunch on the second day of my stay, but they claimed none of the staff who entered my room ate the snack (then who did, a ghost?) and informed me that they couldn’t do anything else for me as I had checked out of the hotel (the issue wasn’t resolved before I checked out anyway…so whose fault is that)? She said I could come back again to experience the hotel but why would I pay to return when I had such a stressful stay at a hotel  that a) Isn’t cheap and b) is supposedly iconic to Singapore?I have photos to share of the empty nut package by my fridge which I discovered in my room, and would like to escalate this matter to someone more senior within the hotel, but Nicole has ghosted me for the past 24 hours. I am only posting here because I haven’t had my issues resolved and am still waiting for someone from their team to get back to me.If you’re thinking of staying at the hotel, be warned…the service is appalling and you’re paying top dollar for this. Just save yourself the stress and the trouble - there are many other better hotels for this price point in Singapore (I’ve stayed in a fair number of them especially given I am a local)!",February 2024,40,1.0
Relaxing atmosphere and massage,Would recommend a treatment here. We stayed in the hotel however if you aren’t it would be a great way to enjoy marina sands. My therapist was Jeab and she was fantastic. One of the best massages I’ve ever had. The views from the spa level are special too - right under the pool and observation deck.,February 2024,24,5.0
Sound healing session on rooftop 56 fl,Sound healing with the sunrise on 56th floor with experienced teacher was super! Would recommend for the first timers to experience it! Good way to start a day! Wear your comfortable clothes and good mood to enjoy the session and let yourself led by the wonderful sounds will leave you good impression.,February 2024,5,5.0
Amazing!,The service is excellent from the moment we reached till we left. All are good. The therapist will also check with us if we are comfortable at the start and also during the massage. Little details like air con temp and showering cap or rubber tie for ladies will all be taken care of.,February 2024,1,4.0
Yoga in the morning as a bonus during our stay,"The yoga class we did during our stay at the sky deck is amazing. Quiet and perfect way to wake up in the morning. We thoroughly enjoyed our stay with access to the infinity pool at the rooftop, although it was a bit crowded at all times. The staff was very helpful and friendly for the duration too.",February 2024,4,5.0
Best affinity pool,Absaloutly loved staying in this hotel. Swimming in the affinity pool was top of my bucket list since 2010. Swimming in the three pools at 6:30 am. when the sun was coming up made it even more special. The hotel is also in a great location and next to the gardens by the bay.,February 2024,237,5.0
Fantastic stay!,Was an absolute incredible stay! Staff were amazing especially Monzie the pool manager! Always had a smile and ensured the services was impeccable.The room was stunning and a great view of the gardens by the bay. We upgraded to two queen beds and absolutely no regrets.,January 2024,3,5.0
Nice gym!,"Though you need to walk for a bit to get here from your tower, the gym is clean and tidy. Good variety of equipment and amenities. Love that they have theraguns, coffee, and fruits. I enjoyed my visit every time. Staff are also very nice……………….",January 2024,2,5.0
Thanks for nice experience.,Place move to far from hotel. If more near is better but facilities are good and very kind and nice worker.Specially Ms. Roselyn is very kind..She explain the program very well to enjoy the time.Also there are many program provide as complimentary and will enjoy during the stay in MBS,February 2024,1,5.0
Awesome!,Amelia is really great with conducting pilates and is very clear with her instructions. It is really nice initiative mbs is coming up with. We enjoyed the session and hope to experience more of it. Keep up! I would love to try the other classes too,February 2024,1,5.0
"Appalling stay at MBS, still waiting for recovery from their team days after check out!","I am a local who has been to Marina Bay Sands multiple times. Just to contextualise my stay, I was only at MBS to take some important work calls and to relax while my house was under renovation, but I ended up having to experience so much stress from:1. A security breach issue that I encountered with someone else (not my guest or I) who definitely came into our room to eat one of our snacks in the mini-bar area and subsequently left the empty package beside the room refrigerator (see photo attached);2. Equipment in my room not working (Netflix not syncing to the TV screen in the room);3. Billing issues throughout my stay (where I had to spend more than half my stay calling or emailing their reservations team and also going down to the check-in counter at least 3 times in-person to get my billing issue resolved)4. Not having the room service staff provide me with my birthday amenity first thing upon check-in (the friend who booked my room at MBS kept asking if the hotel did anything for me and I had to wait for hours and ask twice before anything came to my room, and my friend who did my room booking was severely disappointed that I didn’t receive anything for a long while although he put a note in for this upon booking my room);5. Not having my Sands Lifestyle rewards membership card credited with the rewards dollars within 48 hours of my check-out (I am still following up on this issue…)A Nicole Yu from the hotel’s recovery team has done an investigation into the security breach issue where someone in their staff team entered my room to eat from my snack bar (but not to make up my room) while I was away from my room for lunch on the second day of my stay, but they claimed none of the staff who entered my room ate the snack (then who did, a ghost?) and informed me that they couldn’t do anything else for me as I had checked out of the hotel (the issue wasn’t resolved before I checked out anyway…so whose fault is that)? She said I could come back again to experience the hotel but why would I pay to return when I had such a stressful stay at a hotel  that a) Isn’t cheap and b) is supposedly iconic to Singapore?I have photos to share of the empty nut package by my fridge which I discovered in my room, and would like to escalate this matter to someone more senior within the hotel, but Nicole has ghosted me for the past 24 hours. I am only posting here because I haven’t had my issues resolved and am still waiting for someone from their team to get back to me.If you’re thinking of staying at the hotel, be warned…the service is appalling and you’re paying top dollar for this. Just save yourself the stress and the trouble - there are many other better hotels for this price point in Singapore (I’ve stayed in a fair number of them especially given I am a local)!",February 2024,40,1.0
Relaxing atmosphere and massage,Would recommend a treatment here. We stayed in the hotel however if you aren’t it would be a great way to enjoy marina sands. My therapist was Jeab and she was fantastic. One of the best massages I’ve ever had. The views from the spa level are special too - right under the pool and observation deck.,February 2024,24,5.0
Sound healing session on rooftop 56 fl,Sound healing with the sunrise on 56th floor with experienced teacher was super! Would recommend for the first timers to experience it! Good way to start a day! Wear your comfortable clothes and good mood to enjoy the session and let yourself led by the wonderful sounds will leave you good impression.,February 2024,5,5.0
Amazing!,The service is excellent from the moment we reached till we left. All are good. The therapist will also check with us if we are comfortable at the start and also during the massage. Little details like air con temp and showering cap or rubber tie for ladies will all be taken care of.,February 2024,1,4.0
Yoga in the morning as a bonus during our stay,"The yoga class we did during our stay at the sky deck is amazing. Quiet and perfect way to wake up in the morning. We thoroughly enjoyed our stay with access to the infinity pool at the rooftop, although it was a bit crowded at all times. The staff was very helpful and friendly for the duration too.",February 2024,4,5.0
Best affinity pool,Absaloutly loved staying in this hotel. Swimming in the affinity pool was top of my bucket list since 2010. Swimming in the three pools at 6:30 am. when the sun was coming up made it even more special. The hotel is also in a great location and next to the gardens by the bay.,February 2024,237,5.0
Fantastic stay!,Was an absolute incredible stay! Staff were amazing especially Monzie the pool manager! Always had a smile and ensured the services was impeccable.The room was stunning and a great view of the gardens by the bay. We upgraded to two queen beds and absolutely no regrets.,January 2024,3,5.0
Nice gym!,"Though you need to walk for a bit to get here from your tower, the gym is clean and tidy. Good variety of equipment and amenities. Love that they have theraguns, coffee, and fruits. I enjoyed my visit every time. Staff are also very nice……………….",January 2024,2,5.0
One night only if you must!,"We will certainly never stay here again. First impressions stick and MBS made a lasting impact with our arrival. 5 rows deep of taxi chaos out the front of tower 1 was a prelude. Our luggage was whisked away (more about this later) and we entered without a greeting. Looking up in the lobby is a marvel but at ground level totally inhuman. Packed, nowhere to sit and oddly walled off from the long spectacular space with high wall of a food outlet. Shockingly our next experience was a three row deep snaking queue to check in. Our wait was 50mins, standing. Trying to download and use their app to check in was fruitless as, on our phones, registration for an account didn’t work. Finally we got to our room (tower 3 a decent walk away) eager to head to the Gardens by the Bay nearby but another wait began for our luggage. We called about its whereabouts twice during our wait of 45mins and no one could tell us where is was or when we could expect it. Dinner: I mistakenly assumed that staying here we would be able to get a table for a meal. Every table was booked so no such luck. Fortunately as the crowded but incredible rooftop pool was a reason we wanted to stay, we could get a basic meal in our swimmers. Better communication before arriving could have helped on this point. Our experience of the MBS was epically impersonal, way finding was non existent (prepare to get lost and confused!) and an antiquated lack of sustainability practices topped off the experience.",March 2024,4,1.0
Amazing!!,It is an amazing place. There is so much to do but you will need at least 2 days to see the area. The gardens are beautiful along with the mall and don’t forget the hotel that has the roof top bar and if you stay at the hotel you get to enjoy the infinity pool overlooking the beautiful city.,January 2024,152,5.0
Professional service,"Visited the hotel for some drinks and what I really wanted to say most was the wonderful service provided by the staff. Saraswathy, Sazali, Maadesh and Nicholas were all so helpful and friendly, very very professional individuals. DJ at the front drive was also so helpful in trying to help me figure out how to use the grab app to book a ride home when my bank was under scheduled maintenance and did not allowed me to top up my grab wallet. These team members are truly an asset to the company. Thank you all.",March 2024,2,5.0
Great hotel,Amazing hotel in an ideal location! Staff went above and beyond. Check in was welcoming and had our room ready early for us which was very welcome after a long flight. Our room was on the 51st floor with a view of the gardens. Housekeeping staff were excellent! Nothing was too much trouble. We had breakfast there and the choice was endless.,January 2024,39,5.0
Always a perfect experience!,Always an amazing experience. Everyone is super professional and kind. The room is clean and the bathroom very luxurious. But the best are the massage beds. They are very wide and comfortable. Nelly and Sand are the best!!!  They always make us feel stronger and more flexible after every session.,March 2024,1,5.0
Sublime Service 6 Stars ⭐️⭐️⭐️⭐️⭐️⭐️,The experience was amazing and the service top notch luxury. We all felt very special and cared for. 6 stars for sublime service… our home away from home 🙏🫶 we are visiting again for a conference and holiday. Thank you Marina Bay Staff your attention to detail is fabulous.,April 2023,4,5.0
A dream come true!,"I left my heart at Marina Bay Sands!  Worth the splurge to swim in the infinity pool overlooking Singapore in their most iconic landmark. Every thing about it was fabulous!  I enjoyed the Taylor Swift light show, access to Gardens by the Bay. Loved it!!",March 2024,6,5.0
